time,q1,q2,q3,q4,q5,q6
1780319671.788029194,0.04978723169152688,-0.7035736709584288,0.28836282149883297,-2.7263818123602097,1.7528484854701225,0.0
1780319671.797399998,0.05084684405391271,-0.7029927165072589,0.2872285127025213,-2.7258284579902305,1.7568021384064663,0.0
1780319671.806995392,0.05190552837924822,-0.7024322530671272,0.2861338259538088,-2.725294234653471,1.760756623688496,0.0
1780319671.817728281,0.05296273087270009,-0.701892770119497,0.28507975917460765,-2.724779650789052,1.764709925100322,0.0
1780319671.827661514,0.054017974692498916,-0.7013746730867245,0.2840671457263679,-2.7242851343364234,1.7686603055865124,0.0
1780319671.837640762,0.05507090078487131,-0.7008782705065659,0.2830966289508135,-2.7238110200997565,1.7726064617087331,0.0
1780319671.846537828,0.05612138317037241,-0.7004037334815774,0.2821685824662146,-2.723357510594979,1.7765479587378166,0.0
1780319671.856800556,0.05716932319386481,-0.6999512047806125,0.2812833231648226,-2.7229247799456355,1.780484462215147,0.0
1780319671.867017984,0.058215195163620725,-0.6995205819301686,0.2804406865887776,-2.7225127661679105,1.7844177917480517,0.0
1780319671.876675129,0.059259510718798314,-0.6991117793163397,0.27964053935567795,-2.722121421492994,1.78834991578664,0.0
1780319671.886518717,0.0603025226682774,-0.6987248394382526,0.2788829970562857,-2.7217508190120894,1.7922818356154941,0.0
1780319671.896605968,0.06134434983517845,-0.6983598642695563,0.27816829013142724,-2.7214010871918966,1.7962140512057905,0.0
1780319671.906720638,0.062385040922829704,-0.6980169810178714,0.2774966969079086,-2.721072377151035,1.8001467997502338,0.0
1780319671.916682243,0.06342460580102571,-0.6976963253089288,0.2768685106701199,-2.7207648465474907,1.8040801725387081,0.0
1780319671.926726818,0.06446303075504156,-0.6973980326199678,0.2762840228503006,-2.7204786513354526,1.8080141718736351,0.0
1780319671.936565876,0.06550028561695775,-0.6971222336578204,0.275743513929497,-2.7202139412881596,1.8119487375808248,0.0
1780319671.947110415,0.06653632639858142,-0.6968690516698199,0.2752472481188174,-2.7199708573681654,1.8158837566117612,0.0
1780319671.956988335,0.06757109506255032,-0.6966386006860077,0.27479546986393616,-2.719749529989565,1.8198190618179872,0.0
1780319671.966845751,0.0686045168039977,-0.6964309841978356,0.2743884012058997,-2.7195500777000015,1.8237544212189676,0.0
1780319671.976818085,0.06963649445196896,-0.6962462939615115,0.27402623938849086,-2.719372605984453,1.8276895161828794,0.0
1780319671.986965418,0.07066689847701402,-0.696084608700767,0.27370915427140474,-2.7192172059754007,1.8316239026292993,0.0
1780319671.997055769,0.07169554961183788,-0.6959459923924847,0.2734372849291053,-2.719083952765538,1.835556943633543,0.0
1780319672.007393837,0.0727221873161974,-0.6958304916607343,0.27321073450511035,-2.718972902867205,1.8394876872121024,0.0
1780319672.017245770,0.07374755440980874,-0.6957380407865701,0.27302938384673614,-2.7188840028374623,1.843419025519058,0.0
1780319672.027592659,0.07477224585403452,-0.69566863918104,0.27289323959655637,-2.718817259892195,1.847353298691565,0.0
1780319672.037641287,0.07579001232348115,-0.6956225627776611,0.2728028489302799,-2.718772945262841,1.8512665256378356,0.0
1780319672.047709465,0.07679884569306461,-0.6955994670176597,0.2727575397805507,-2.7187507315305735,1.8551509297908164,0.0
1780319672.058303118,0.07779964633920144,-0.6955988487056644,0.2727563266356256,-2.7187501370775027,1.8590099116965808,0.0
1780319672.067794561,0.07879449683039397,-0.6956203172416249,0.2727984434789795,-2.71877078594271,1.8628514583123597,0.0
1780319672.076662540,0.07978658457321863,-0.6956637183578662,0.2728835860479264,-2.7188125278842983,1.8666878770560333,0.0
1780319672.087268114,0.08077777149708631,-0.6957290690295954,0.27301178415735183,-2.718875375750176,1.8705264094121925,0.0
1780319672.096559048,0.08176902349285875,-0.6958164538453575,0.2731831984836942,-2.718959405635539,1.8743708615939003,0.0
1780319672.106822968,0.082760812597521,-0.6959259747758662,0.2733980219917406,-2.7190647085408424,1.8782231430935177,0.0
1780319672.116507530,0.0837533350430375,-0.6960577278079931,0.27365643407198464,-2.7191913678753163,1.8820841017075849,0.0
1780319672.126649380,0.08474662169422564,-0.6962117906213399,0.2739585763527723,-2.719339447592678,1.8859539462660673,0.0
1780319672.136750937,0.08574061219369411,-0.6963882180988659,0.27430454389238973,-2.7195089878726066,1.889832531334375,0.0
1780319672.146713972,0.08673519859901258,-0.6965870413127924,0.27469438319897904,-2.7197000041548924,1.8937195251309806,0.0
1780319672.156993151,0.08773025079083796,-0.6968082681301624,0.2751280934367341,-2.7199124877401175,1.8976145075544204,0.0
1780319672.166962147,0.08872563102411801,-0.6970518844926907,0.275605628962639,-2.720146407046559,1.9015170265141317,0.0
1780319672.177088022,0.08972120204370038,-0.6973178559075848,0.2761269022838515,-2.720401709076844,1.9054266294988302,0.0
1780319672.186934471,0.0907168314116249,-0.6976061289369246,0.27669178701830066,-2.720678320889174,1.9093428805368695,0.0
1780319672.197218895,0.09171239362731831,-0.69791663259881,0.2773001206875466,-2.7209761509891064,1.9132653686236143,0.0
1780319672.207058430,0.09270777098184824,-0.6982492796551947,0.2779517072921471,-2.72129509061707,1.9171937112381028,0.0
1780319672.217076540,0.09370285370361264,-0.6986039677877427,0.2786463196715847,-2.7216350149325184,1.9211275550983897,0.0
1780319672.227496147,0.09469753972315753,-0.6989805806743847,0.27938370167315857,-2.721995784106238,1.9250665754221061,0.0
1780319672.237657785,0.0956916804542669,-0.6993789668310324,0.28016352680533374,-2.7223772231318453,1.929010260849936,0.0
1780319672.247451305,0.09668520516798051,-0.6997989887854619,0.2809854945807302,-2.722779168995536,1.932958406435684,0.0
1780319672.256956816,0.09767811110630653,-0.7002405275052919,0.28184933918413946,-2.723201474915665,1.9369110769024256,0.0
1780319672.268095493,0.09867031858936492,-0.7007034209912018,0.28275470937273806,-2.723643951649331,1.940868030677594,0.0
1780319672.277020931,0.09966173845089643,-0.7011874899020416,0.2837012187346441,-2.7241063921265436,1.9448289867869721,0.0
1780319672.286597490,0.10065229402365894,-0.7016925483806622,0.28468846694576805,-2.7245885818810165,1.9487937125342054,0.0
1780319672.296574831,0.10164191760169383,-0.7022184039034585,0.28571603954623953,-2.725090298977048,1.9527620097060103,0.0
1780319672.306643724,0.10263054819415052,-0.7027648573946763,0.2867835082365323,-2.7256113141913834,1.9567337058271135,0.0
1780319672.317543030,0.1036181300664043,-0.7033317035074127,0.28789043150059174,-2.726151391355311,1.9607086484957206,0.0
1780319672.326484919,0.10460461176409885,-0.7039187310056372,0.28903635542677064,-2.7267102877935874,1.964686701609298,0.0
1780319672.337011337,0.10558994543617595,-0.7045257232038971,0.29022081464130506,-2.7272877548182453,1.9686677427604578,0.0
1780319672.346552610,0.10657408634544474,-0.7051524584366673,0.29144333329910616,-2.727883538250011,1.9726516613660823,0.0
1780319672.356810808,0.10755699249891282,-0.705798710538792,0.29270342609520184,-2.7284973789493074,1.976638357263741,0.0
1780319672.366694927,0.10853862435643746,-0.7064642493252702,0.29400059927360794,-2.729129013345373,1.9806277396127079,0.0
1780319672.376830339,0.10951895068817596,-0.7071488453816759,0.2953343600309871,-2.7297781780495667,1.9846197508478909,0.0
1780319672.386789799,0.11049793508562855,-0.7078522614556517,0.2967041998091454,-2.7304446017560333,1.9886143119069817,0.0
1780319672.396633387,0.11147553211175687,-0.7085742494217975,0.29810958847753316,-2.7311280024598608,1.9926113062454829,0.0
1780319672.407459974,0.11245171312485569,-0.7093145695936167,0.29955001200408654,-2.731828105815591,1.996610685347181,0.0
1780319672.417022943,0.11342644972231453,-0.7100729796966592,0.30102495103468974,-2.732544634743667,2.0006124013713933,0.0
1780319672.427009583,0.11439971414067496,-0.7108492355486487,0.30253388228193934,-2.7332773101390595,2.0046164087997487,0.0
1780319672.436632872,0.11537147945951509,-0.7116430916130998,0.30407627966417533,-2.7340258514566456,2.0086226652944164,0.0
1780319672.447519541,0.11634171968716878,-0.7124543014639046,0.3056516152680854,-2.7347899772092945,2.0126311320791266,0.0
1780319672.457195997,0.11731040977832152,-0.7132826181876908,0.30725936018728156,-2.7355694054040387,2.0166417740434803,0.0
1780319672.467192888,0.1182775256132862,-0.7141277947402678,0.3088989852687049,-2.736363853932055,2.020654559690233,0.0
1780319672.477418423,0.1192430439566381,-0.7149895842680047,0.3105699617880288,-2.7371730409226793,2.0246694609967886,0.0
1780319672.488206148,0.12020690266206246,-0.7158677038277714,0.3122716912104781,-2.737996650784087,2.0286862874205682,0.0
1780319672.497713804,0.12116907855793757,-0.716761904178588,0.3140036405727767,-2.7388343997941953,2.032705009748927,0.0
1780319672.508039951,0.12212957746554443,-0.7176719640518918,0.3157653312676774,-2.739686030614421,2.0367257200548816,0.0
1780319672.516695976,0.12308839433522967,-0.7185976541213828,0.31755626925046504,-2.740551278526362,2.0407484656293535,0.0
1780319672.526976109,0.12404556859774729,-0.7195387911126883,0.31937604972242317,-2.741429922005954,2.0447734815060117,0.0
1780319672.537532091,0.1250010677486062,-0.7204951243353506,0.32122413770341596,-2.7423216767631726,2.048800701403436,0.0
1780319672.547391891,0.12595485701707454,-0.7214664010630623,0.32309999468715656,-2.7432262570181094,2.0528300489109372,0.0
1780319672.556869507,0.12690689815951872,-0.7224523652687198,0.32500307625725955,-2.7441433743813284,2.0568614322430587,0.0
1780319672.566973209,0.12785716110222478,-0.7234527698653839,0.32693285575642456,-2.745072749282562,2.0608947935211557,0.0
1780319672.576560020,0.12880562683526842,-0.7244673806922188,0.3288888319584675,-2.746014114656465,2.0649301214916136,0.0
1780319672.586583614,0.12975227779385512,-0.725495967059393,0.33087051082076696,-2.7469672071502553,2.068967411007865,0.0
1780319672.596549273,0.130697097341671,-0.7265383014163014,0.33287740486286443,-2.747931766834081,2.0730066608907856,0.0
1780319672.606684208,0.13164006945682316,-0.7275941591838624,0.3349090328614749,-2.7489075370637295,2.077047872628208,0.0
1780319672.616780758,0.1325811785391353,-0.7286633186830471,0.3369649197302392,-2.7498942644318904,2.08109104957801,0.0
1780319672.626752853,0.1335204092902873,-0.7297455611187891,0.33904459650499374,-2.7508916987694474,2.0851361964739605,0.0
1780319672.636977434,0.13445774663775145,-0.7308406705938273,0.34114760038517833,-2.751899593173105,2.0891833191138565,0.0
1780319672.647047997,0.1353931756850919,-0.7319484341377525,0.3432734748029997,-2.7529177040454775,2.0932324241574585,0.0
1780319672.657356501,0.13632668167822937,-0.7330686417419523,0.3454217695023044,-2.7539457911390217,2.0972835189909307,0.0
1780319672.666866302,0.13725820073403083,-0.7342010261460779,0.34759192519275867,-2.75498356242343,2.1013363970876124,0.0
1780319672.677020311,0.13818778377330543,-0.7353454621786026,0.34978365558850427,-2.756030856785088,2.105391351248494,0.0
1780319672.686666489,0.1391154234065317,-0.7365017585364031,0.351996548139008,-2.7570874529761684,2.109448422015039,0.0
1780319672.697109699,0.14004109446481894,-0.7376697047534932,0.35423015428779536,-2.7581531129061894,2.1135075723365446,0.0
1780319672.707212925,0.14096477636004967,-0.7388490986001788,0.35648404197120565,-2.7592276067411743,2.11756878498187,0.0
1780319672.716839790,0.1418864512440723,-0.7400397440673343,0.35875779173971695,-2.7603107110407494,2.1216320546736758,0.0
1780319672.726865768,0.1428061029041916,-0.7412414501406195,0.361050994401018,-2.761402207626898,2.1256973833581587,0.0
1780319672.736756086,0.1437237161005651,-0.7424540300539864,0.36336324958529587,-2.7625018828958727,2.129764777361184,0.0
1780319672.747556686,0.14463927616864392,-0.743677300833796,0.36569416486909256,-2.7636095273978607,2.133834245678604,0.0
1780319672.757144451,0.14555272107404016,-0.7449110182398444,0.36804323194003447,-2.7647248770603503,2.1379055860176712,0.0
1780319672.767688036,0.1464641001657394,-0.7461550912016222,0.37041023489469255,-2.7658478070511787,2.141979092389898,0.0
1780319672.777928114,0.14737335886761693,-0.7474092912852015,0.3727946970105642,-2.766978069080989,2.146054595683456,0.0
1780319672.787571907,0.14828048857543763,-0.7486734552067213,0.3751962663298483,-2.768115474476274,2.1501321318369713,0.0
1780319672.797326565,0.14918553875422313,-0.7499475052086098,0.37761475386969046,-2.7692599120120893,2.154211999379756,0.0
1780319672.806471825,0.150088488257053,-0.7512312692468601,0.3800497920720996,-2.7704111861739973,2.15829418064665,0.0
1780319672.816905499,0.15098930475499173,-0.7525245617410956,0.3825009884990327,-2.771569090104343,2.1623786070485416,0.0
1780319672.826930523,0.15188796375222635,-0.7538272104816723,0.384967976887442,-2.7727334297497177,2.1664652449147184,0.0
