time,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,ax,ay,az,imu_wx,imu_wy,imu_wz,v_bx,v_by,v_bz,w_bx,w_by,w_bz
76.74,3.9574071199827835e-13,-1.5699968924539143,1.5700079330285646,-1.5699999999837368,-1.5700000000001837,5.6582162055000246e-14,-4.327171250712112e-12,-3.4528238812846043e-05,-8.814462213502212e-05,-3.676616642732356e-12,-1.986339444434628e-12,3.872866654111573e-13,-0.34582904006475396,-0.48466921619977277,-9.799983474420902,0.00023839532685384523,-8.559265227124627e-05,0.10618088029238128,0.799999999992158,-5.7620474368096146e-12,0.0,0.0,0.0,-6.242294008086533e-12
76.76,3.2372208085101233e-13,-1.5699974828867962,1.5700064257555248,-1.5699999999838012,-1.570000000000212,6.169878824647642e-14,-3.3150786701516017e-12,-2.796787320904548e-05,-7.139714394101738e-05,-3.091330213560422e-12,-1.0366961636202893e-12,1.7154720433889756e-13,-0.3846058166727865,-0.43370488185587025,-9.799943413948734,0.00019473147142729712,-7.124074322018944e-05,0.08861550565833928,0.7999999999921225,-5.64149499724908e-12,0.0,0.0,0.0,-5.18248638447806e-12
76.78,2.687958870393068e-13,-1.5699979611374264,1.5700052048643633,-1.5699999999838568,-1.570000000000224,6.325256300466529e-14,-2.5288231625647094e-12,-2.2653977076717574e-05,-5.783168659629178e-05,-2.6023686566003503e-12,-3.3861882210977495e-13,1.4035000510956644e-14,-0.32109933282114866,-0.4096825496451738,-9.799992777722963,0.00015906184657385795,-5.878469733954712e-05,0.07331747100611706,0.799999999993296,-5.538257266391825e-12,0.0,0.0,0.0,-4.288019592181023e-12
76.8,2.2686755185942464e-13,-1.569998348520432,1.5700042159425232,-1.5699999999839034,-1.5700000000002254,6.233316303184454e-14,-1.9321836509510627e-12,-1.8349721226209543e-05,-4.684366615979428e-05,-2.2015492558049698e-12,1.4493876374966925e-13,-9.359319688619777e-14,-0.26782736775268506,-0.3856841147180195,-9.800030779374978,0.0001298295046761231,-4.8420562200321304e-05,0.060522621351070234,0.7999999999938622,-5.449938157423925e-12,0.0,0.0,0.0,-3.5344990823034476e-12
76.82,1.947786893169486e-13,-1.569998662300663,1.5700034149158315,-1.5699999999839411,-1.570000000000219,5.975910181484781e-14,-1.481548262164626e-12,-1.4863273986182746e-05,-3.79433696035569e-05,-1.887265015184552e-12,4.71200867631057e-13,-1.639308060499313e-13,-0.22318908065052875,-0.3620415813010397,-9.800059540550661,0.00010587533552081244,-3.979673595223878e-05,0.04983140809700873,0.7999999999943646,-5.377860396999761e-12,0.0,0.0,0.0,-2.9165038439865873e-12
76.84,1.7010066971157846e-13,-1.5699989164626462,1.5700027660842097,-1.5699999999839744,-1.5700000000002077,5.6137349773780723e-14,-1.143008419100919e-12,-1.2039251740520405e-05,-3.0734129388629836e-05,-1.6364245083545575e-12,6.753815375340998e-13,-2.0685805295788708e-13,-0.1858276835110462,-0.338997277379217,-9.800080811565502,8.624963420200127e-05,-3.2622874016343526e-05,0.040907388138592946,0.7999999999942735,-5.3161042412536806e-12,0.0,0.0,0.0,-2.396086801191739e-12
76.86,1.5097517612703212e-13,-1.5699991223338492,1.570002240530598,-1.5699999999840033,-1.570000000000194,5.191369171243526e-14,-8.900013481050314e-13,-9.75179372590023e-06,-2.489464481544147e-05,-1.4262588078312684e-12,7.910081111981142e-13,-2.2965380173988e-13,-0.15459438209199014,-0.31672409447869077,-9.800096035943255,7.01740567429753e-05,-2.665840272156107e-05,0.0334672776030692,0.7999999999952638,-5.261980868809394e-12,0.0,0.0,0.0,-1.951563910474296e-12
76.88,1.359866627906025e-13,-1.5699992890895207,1.5700018148321704,-1.5699999999840297,-1.5700000000001777,4.741007070691852e-14,-7.020440679532738e-13,-7.89895273634405e-06,-2.016466230987077e-05,-1.2561579380843124e-12,8.480529087540002e-13,-2.3816348605721835e-13,-0.12851736979903958,-0.2953411326233639,-9.80010640335146,5.701053157109862e-05,-2.1703431877682405e-05,0.02727257956590794,0.7999999999956635,-5.216487745654135e-12,0.0,0.0,0.0,-1.5829351718291513e-12
76.9,1.2406294562204782e-13,-1.5699994241616098,1.5700014700164455,-1.569999999984052,-1.5700000000001604,4.285453201629846e-14,-5.631638123909264e-13,-6.39815155359593e-06,-1.633337647642768e-05,-1.1057615519553782e-12,8.485376834974057e-13,-2.3660793884870603e-13,-0.10677524393576059,-0.274925854912638,-9.800112893200582,4.623584667723173e-05,-1.759149985499524e-05,0.022122534298240418,0.7999999999954615,-5.1819884325240576e-12,0.0,0.0,0.0,-1.295621596119515e-12
76.92,1.143967271992325e-13,-1.5699995335699997,1.5700011907157074,-1.569999999984072,-1.5700000000001435,3.840399077850184e-14,-4.611535017241299e-13,-5.1825026066550845e-06,-1.3230034969440401e-05,-9.70907847078789e-13,8.179855062101558e-13,-2.2826322944443853e-13,-0.08867426823598897,-0.25552357341816784,-9.800116310636323,3.742087029007481e-05,-1.4183733971795022e-05,0.017848181383752704,0.7999999999963685,-5.148551637530259e-12,0.0,0.0,0.0,-1.0354130747238627e-12
76.94,1.0638450346749711e-13,-1.5699996221907926,1.5700009644821111,-1.5699999999840897,-1.570000000000129,3.416236699672622e-14,-3.865451532873731e-13,-4.197826962860993e-06,-1.0716328336157293e-05,-8.755842148209099e-13,7.787279719479389e-13,-2.1546708915774065e-13,-0.07362896396471635,-0.2371548815277906,-9.800117316334747,3.021355392423312e-05,-1.1364115582466644e-05,0.014307357064879725,0.7999999999966683,-5.1222705768710434e-12,0.0,0.0,0.0,-8.294146619515759e-13
76.96,9.95787080086767e-14,-1.5699996939736318,1.5700007812328975,-1.5699999999841052,-1.5700000000001157,3.0193650074821596e-14,-3.3225393744675e-13,-3.400239701894432e-06,-8.680225969598729e-06,-7.755304971109533e-13,7.41508019062539e-13,-2.0018659784861413e-13,-0.06114557006664617,-0.21982149619644345,-9.800116451209684,2.4325025791944062e-05,-9.035616219685973e-06,0.011380478595187806,0.7999999999969514,-5.101540631334812e-12,0.0,0.0,0.0,-6.667843360787179e-13
76.98,9.36509806352202e-14,-1.5699997521177282,1.570000632801033,-1.5699999999841185,-1.5700000000001024,2.6533987771039944e-14,-2.9276664422704093e-13,-2.754194042344356e-06,-7.0309830580439486e-06,-7.152079894162739e-13,6.894902032299297e-13,-1.8356841408742673e-13,-0.05080796820816166,-0.20351086161145399,-9.800114156913116,1.9518208165245988e-05,-7.1170269709355996e-06,0.008966991135173644,0.7999999999966494,-5.080637213447273e-12,0.0,0.0,0.0,-5.149960319303512e-13
77.0,8.836226928962737e-14,-1.5699997992144439,1.5700005125712224,-1.5699999999841319,-1.570000000000089,2.319771922111874e-14,-2.639263675365206e-13,-2.230897066935596e-06,-5.695096287038046e-06,-6.504505472293285e-13,6.233281689758372e-13,-1.6651032418859928e-13,-0.04226571986968996,-0.18819978263312703,-9.800110792880043,1.559849814190362e-05,-5.5403444272191685e-06,0.006982372614939337,0.799999999997451,-5.065219858559591e-12,0.0,0.0,0.0,-4.0115480381971646e-13
