time,target_x_base,actual_x_base,target_y_base,actual_y_base,target_z_base,actual_z_base,target_roll_world_rad,actual_roll_world_rad,target_pitch_world_rad,actual_pitch_world_rad,target_yaw_world_rad,actual_yaw_world_rad
3.800000000,-0.295150000,0.348918272,-0.112350000,0.026633004,0.480900000,0.238141204,-1.570796331,-2.588997649,0.000000000,0.627495223,1.570796327,1.636805034
3.850000000,-0.295150000,0.308643990,-0.112350000,-0.027772759,0.480900000,0.317682553,-1.570796331,-2.837419483,0.000000000,0.608684188,1.570796327,1.030622678
3.900000000,-0.295150000,0.249543349,-0.112350000,-0.066202896,0.480900000,0.364056357,-1.570796331,-3.010950997,0.000000000,0.347709607,1.570796327,0.557177234
3.950000000,-0.295150000,0.194428681,-0.112350000,-0.084717553,0.480900000,0.381989793,-1.570796331,-3.034159673,0.000000000,-0.116593632,1.570796327,0.358629870
4.000000000,-0.295150000,0.157780512,-0.112350000,-0.089789772,0.480900000,0.392464870,-1.570796331,3.105480586,0.000000000,-0.688516393,1.570796327,0.484447297
4.050000000,-0.295150000,0.132615823,-0.112350000,-0.090036499,0.480900000,0.415206719,-1.570796331,2.099390607,0.000000000,-0.992328426,1.570796327,1.436845793
4.100000000,-0.295150000,0.098779078,-0.112350000,-0.090823966,0.480900000,0.453182388,-1.570796331,1.226583510,0.000000000,-0.503506794,1.570796327,2.043278020
4.150000000,-0.295150000,0.047499565,-0.112350000,-0.093592000,0.480900000,0.497483870,-1.570796331,0.733604573,0.000000000,-0.010771663,1.570796327,1.931123801
4.200000000,-0.295150000,-0.019637650,-0.112350000,-0.098175403,0.480900000,0.533330915,-1.570796331,0.198274098,0.000000000,0.156028104,1.570796327,1.570957594
4.250000000,-0.295150000,-0.093497513,-0.112350000,-0.103421927,0.480900000,0.551534873,-1.570796331,-0.264540312,0.000000000,-0.005830054,1.570796327,1.276094700
4.300000000,-0.295150000,-0.164726146,-0.112350000,-0.108083530,0.480900000,0.550672958,-1.570796331,-0.617540286,0.000000000,-0.289488187,1.570796327,1.193856903
4.350000000,-0.295150000,-0.226032475,-0.112350000,-0.111493023,0.480900000,0.533718999,-1.570796331,-0.966872426,0.000000000,-0.528855641,1.570796327,1.306482762
4.400000000,-0.295150000,-0.272212614,-0.112350000,-0.113468934,0.480900000,0.506943336,-1.570796331,-1.347017151,0.000000000,-0.635568559,1.570796327,1.539097459
4.450000000,-0.295150000,-0.302781166,-0.112350000,-0.114022696,0.480900000,0.477979335,-1.570796331,-1.681411893,0.000000000,-0.608984193,1.570796327,1.754675509
4.500000000,-0.295150000,-0.320846335,-0.112350000,-0.113274434,0.480900000,0.452563868,-1.570796331,-1.912361339,0.000000000,-0.513718813,1.570796327,1.868587136
4.550000000,-0.295150000,-0.330553720,-0.112350000,-0.111439539,0.480900000,0.433530983,-1.570796331,-2.052883228,0.000000000,-0.407234449,1.570796327,1.888257055
4.600000000,-0.295150000,-0.335362839,-0.112350000,-0.108819097,0.480900000,0.421433690,-1.570796331,-2.129181224,0.000000000,-0.314596306,1.570796327,1.846517286
4.650000000,-0.295150000,-0.337489609,-0.112350000,-0.105768792,0.480900000,0.415529653,-1.570796331,-2.158416083,0.000000000,-0.239077726,1.570796327,1.771385562
4.700000000,-0.295150000,-0.338076744,-0.112350000,-0.102650124,0.480900000,0.414515239,-1.570796331,-2.152307681,0.000000000,-0.174789479,1.570796327,1.683603351
4.750000000,-0.295150000,-0.337616231,-0.112350000,-0.099779815,0.480900000,0.416943710,-1.570796331,-2.121456124,0.000000000,-0.115097193,1.570796327,1.598202869
4.800000000,-0.295150000,-0.336335480,-0.112350000,-0.097392322,0.480900000,0.421451263,-1.570796331,-2.075971585,0.000000000,-0.056840624,1.570796327,1.525263291
