time,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,ax,ay,az,imu_wx,imu_wy,imu_wz,v_bx,v_by,v_bz,w_bx,w_by,w_bz,target_dq1,target_dq2,target_dq3,target_dq4,target_dq5,target_dq6
76.76,3.237220808510124e-13,-1.5699974828867962,1.5700064257555248,-1.5699999999838012,-1.570000000000212,6.169878824647643e-14,-3.3150786701516017e-12,-2.796787320904548e-05,-7.139714394101738e-05,-3.091330213560422e-12,-1.0366961636202893e-12,1.7154720433889758e-13,-0.3375185641876129,-0.627758161415405,-9.800116650352424,0.00023037290201435756,-8.220154965836111e-05,0.10138359797495135,0.807175669168726,-5.995444319373021e-12,0.0,0.0,0.0,-7.137671823911717e-12,-2.0938319450248343e-11,3.3128500757243184,-3.3158737920134778,0.0030237162891834993,-2.2484261183789816e-14,-2.807545339235001e-11
76.78,2.687958870393068e-13,-1.5699979611374264,1.5700052048643631,-1.5699999999838568,-1.570000000000224,6.325256300466529e-14,-2.5288231625647094e-12,-2.265397707671757e-05,-5.783168659629178e-05,-2.6023686566003503e-12,-3.3861882210977495e-13,1.4035000510956644e-14,-0.320659129001896,-0.5154894171552193,-9.800069152351432,0.0001743908502003435,-6.906103383514029e-05,0.08583913559056747,0.8045757340399775,-5.822345917775329e-12,0.0,0.0,0.0,-5.751202615111394e-12,-2.020759053287911e-11,3.3021792973451434,-3.3051914697609392,0.0030121724158166667,-2.163837806048215e-14,-2.5959328956860027e-11
76.8,2.2686755185942467e-13,-1.569998348520432,1.5700042159425232,-1.5699999999839034,-1.5700000000002254,6.233316303184455e-14,-1.932183650951063e-12,-1.8349721226209543e-05,-4.684366615979428e-05,-2.2015492558049698e-12,1.4493876374966925e-13,-9.359319688619777e-14,-0.29620082177242374,-0.42659183475020757,-9.800040403653481,0.00013001752408003492,-5.7174708270714314e-05,0.07159375592293188,0.8025388713753063,-5.6657436615372035e-12,0.0,0.0,0.0,-4.552945447751472e-12,-1.9567425760155027e-11,3.2938195080307566,-3.2968225969719755,0.0030030889412370147,-1.9405711308013355e-14,-2.4122865889607962e-11
76.82,1.9477868931694862e-13,-1.569998662300663,1.5700034149158315,-1.5699999999839411,-1.570000000000219,5.975910181484782e-14,-1.481548262164626e-12,-1.4863273986182746e-05,-3.79433696035569e-05,-1.887265015184552e-12,4.71200867631057e-13,-1.6393080604993132e-13,-0.26679943565035713,-0.35818778415560804,-9.800026828562588,9.561504123308475e-05,-4.665921645453444e-05,0.058841321327833214,0.8010256672825546,-5.528855750136006e-12,0.0,0.0,0.0,-3.5433824620345247e-12,-1.9026203123738995e-11,3.287608943474491,-3.2906051913847407,0.002996247910267265,-1.8030609499088636e-14,-2.2567895799521973e-11
76.84,1.7010066971157846e-13,-1.5699989164626462,1.5700027660842095,-1.5699999999839744,-1.5700000000002077,5.613734977378072e-14,-1.143008419100919e-12,-1.2039251740520403e-05,-3.073412938862984e-05,-1.6364245083545577e-12,6.753815375340999e-13,-2.068580529578871e-13,-0.23489372198005884,-0.3068866382504596,-9.800024631476168,6.952014952109573e-05,-3.754501252701353e-05,0.04766740535776487,0.7999685264072877,-5.4127068575985595e-12,0.0,0.0,0.0,-2.7124599395854983e-12,-1.8570363656997762e-11,3.2832701755997147,-3.286261515818634,0.0029913402189364127,-1.621012194535779e-14,-2.1283267604320706e-11
76.86,1.5097517612703214e-13,-1.5699991223338492,1.570002240530598,-1.5699999999840033,-1.570000000000194,5.1913691712435267e-14,-8.900013481050314e-13,-9.75179372590023e-06,-2.489464481544147e-05,-1.4262588078312684e-12,7.910081111981142e-13,-2.2965380173987997e-13,-0.2025329535968867,-0.26925346685615426,-9.800030250827728,5.0152927083576395e-05,-2.9793774558461153e-05,0.03806790388665343,0.7992872383132144,-5.316751919305786e-12,0.0,0.0,0.0,-2.0434187192761633e-12,-1.819813783666696e-11,3.2804740008693827,-3.28346202190313,0.00298802103376198,-1.6879081512069115e-14,-2.0240491642074793e-11
76.88,1.359866627906025e-13,-1.569999289089521,1.5700018148321704,-1.5699999999840295,-1.5700000000001777,4.7410070706918525e-14,-7.020440679532738e-13,-7.89895273634405e-06,-2.016466230987077e-05,-1.2561579380843124e-12,8.480529087540003e-13,-2.381634860572184e-13,-0.17130591871936685,-0.2421115265876389,-9.800040620444337,3.60858905108409e-05,-2.3316905560016823e-05,0.029970264356907056,0.7989000182905678,-5.239412948308139e-12,0.0,0.0,0.0,-1.5158972248427224e-12,-1.7897270081343227e-11,3.2788847545191757,-3.281870703269281,0.002985948750120199,-1.5107874285475962e-14,-1.9413965529283033e-11
76.9,1.2406294562204782e-13,-1.5699994241616098,1.5700014700164455,-1.569999999984052,-1.5700000000001604,4.2854532016298466e-14,-5.631638123909264e-13,-6.39815155359593e-06,-1.633337647642768e-05,-1.1057615519553782e-12,8.485376834974057e-13,-2.366079388487061e-13,-0.14233936640662687,-0.22271340702179698,-9.800053287634354,2.6081071993760132e-05,-1.7992947953254603e-05,0.0232543748734884,0.7987307741452094,-5.1785114549956535e-12,0.0,0.0,0.0,-1.1082828477581532e-12,-1.7664729052553214e-11,3.278190135274338,-3.2811749455482255,0.0029848102739023245,-1.5090082274084764e-14,-1.87732779010204e-11
76.92,1.143967271992325e-13,-1.5699995335699997,1.5700011907157074,-1.569999999984072,-1.5700000000001435,3.840399077850184e-14,-4.6115350172413e-13,-5.1825026066550845e-06,-1.32300349694404e-05,-9.70907847078789e-13,8.179855062101558e-13,-2.2826322944443853e-13,-0.11634001184568395,-0.20881319752215086,-9.800066430455242,1.9102693689570654e-05,-1.3682667256342358e-05,0.017771302667798042,0.7987133853496499,-5.131603149691732e-12,0.0,0.0,0.0,-7.994058714387825e-13,-1.747986632071991e-11,3.2781187680545196,-3.2811031035664677,0.0029843355119631727,-1.5797474679353153e-14,-1.8280513618401957e-11
76.94,1.0638450346749712e-13,-1.5699996221907926,1.5700009644821111,-1.5699999999840897,-1.570000000000129,3.416236699672622e-14,-3.865451532873731e-13,-4.197826962860993e-06,-1.0716328336157293e-05,-8.7558421482091e-13,7.787279719479389e-13,-2.1546708915774065e-13,-0.09366017254491457,-0.19866778444645208,-9.800078808791383,1.4312462538220329e-05,-1.0241246679453129e-05,0.013358946168110406,0.7987937386886819,-5.096223750703915e-12,0.0,0.0,0.0,-5.696723819380541e-13,-1.7341321384232644e-11,3.2784485587729244,-3.2814328625633697,0.0029843037904591484,-1.3887506308299365e-14,-1.7910284275954123e-11
