time,target_shoulder_pan_joint,target_shoulder_lift_joint,target_elbow_joint,target_wrist_1_joint,target_wrist_2_joint,target_wrist_3_joint,actual_shoulder_pan_joint,actual_shoulder_lift_joint,actual_elbow_joint,actual_wrist_1_joint,actual_wrist_2_joint,actual_wrist_3_joint
1780435770.389629126,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.017116011983490616,-1.3358562358443127,1.7740881634743564,-3.050085601415665,-1.5751540810863596,-0.6610382883553845
1780435770.439299107,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.016383989471085058,-1.3351222734921517,1.773684254481167,-3.0585469928684894,-1.5885024153879137,-0.6610382883553706
1780435770.489341259,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.016143691226723027,-1.336973478385822,1.7723342229049637,-3.044398108974718,-1.5929735136547631,-0.6610382883551535
1780435770.539339781,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.01661437853094482,-1.337182225395848,1.7728029613098848,-3.0501651943110746,-1.58449609855957,-0.6610382883550341
1780435770.589513302,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.01721882398559885,-1.3371038756581592,1.7733411897744997,-3.059720152303532,-1.5721040716048105,-0.6610382883552355
1780435770.639355898,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.01694939097205481,-1.338691809577016,1.7717137516815595,-3.047208135957084,-1.5730785919252623,-0.6610382883554369
1780435770.689304352,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.01611839743164012,-1.338594892535741,1.7707875183112847,-3.0487946000685557,-1.5863506228637603,-0.661038288355259
1780435770.739482641,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.01588546186973339,-1.3382896939785232,1.7709671979068964,-3.056498501953061,-1.5913184473545694,-0.6610382883551591
1780435770.789233923,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.01688785449687801,-1.3405143176954466,1.7706741113682132,-3.043992422233102,-1.5725674123318527,-0.6484719176265683
1780435770.839376926,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.016676980452871713,-1.3396424767288755,1.77074578310465,-3.0558462034782985,-1.57488219722796,-0.648471917626745
1780435770.889400482,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.01595713936257099,-1.3401636049901473,1.7694764674520207,-3.0516065927879374,-1.587027858055755,-0.6484719176267545
1780435770.939284325,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.015697519957227898,-1.3413706554199027,1.7684756669552013,-3.0439539798293085,-1.5915851566418286,-0.6484719176264389
1780435770.989322662,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.016191803265091544,-1.3411237131383578,1.7693524335767397,-3.0552937166479874,-1.5831593275755227,-0.648471917626387
1780435771.039205551,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.016728637640971974,-1.3424261007315748,1.7689948427847337,-3.0500578727986873,-1.5708948154512645,-0.6484719176265679
1780435771.089176655,5.479358315430005e-05,-1.5707710596299087,1.570771052320656,-3.1415926533457093,-1.5709938040382543,0.0,-0.016382665605335463,-1.3428974775863578,1.7680267171920234,-3.0437048965759783,-1.5729639194327623,-0.6484719176267382
1780435771.139310122,3.9183669206188654e-05,-1.5709585458548716,1.570760745829755,-3.1408800020434864,-1.570937537371826,1.6236965780589046e-08,-0.015195905493619244,-1.3417686527891233,1.7687950076345527,-3.0555764384760526,-1.5906752128393795,-0.6610382883676861
1780435771.189272165,-5.35843104163547e-05,-1.5708161466060044,1.5708215010188564,-3.141611950428084,-1.5706032224235154,0.0,-0.01478584217263719,-1.3458303962507712,1.768024381183101,-3.0451888714104074,-1.5834967991682851,-0.6610382883675907
1780435771.239393711,-5.35843104163547e-05,-1.5708161466060044,1.5708215010188564,-3.141611950428084,-1.5706032224235154,0.0,-0.014466474107723067,-1.3463311611706148,1.7683633113689912,-3.0526888434361594,-1.5715317341058632,-0.6610382883677897
1780435771.289355993,-0.00026006157284275133,-1.5709117208691374,1.5709165557053004,-3.141610097189366,-1.5698591670346325,0.0,-0.012767488308646604,-1.3464413736600198,1.7676602169073272,-3.0566925401349487,-1.5854512008452806,-0.6736046590966318
1780435771.339316607,-0.0006060689701889999,-1.5710712192095588,1.5710755552007971,-3.1416083920683997,-1.5686124348095678,1.0250417953254368e-08,-0.011420519618018012,-1.3487717039209146,1.7667658289275645,-3.0476190950749644,-1.590209958429916,-0.6736046590963343
1780435771.389385223,-0.0010601746256320155,-1.5712798025535477,1.571283629119439,-3.1416067915393624,-1.5669764476259722,1.0250417953254368e-08,-0.01098191234334291,-1.3494654095645595,1.767866541800048,-3.059590136277476,-1.5821352149719754,-0.6736046590962967
1780435771.439345121,-0.0010601746256320155,-1.5712798025535477,1.571283629119439,-3.1416067915393624,-1.5669764476259722,1.0250417953254368e-08,-0.010676052766970453,-1.351547736070227,1.7677841842262842,-3.0570166811754262,-1.5706229834358032,-0.6736046590964989
1780435771.489141703,-0.0016049835681037905,-1.571529078599049,1.5715323529862666,-3.141605252646875,-1.56501404803452,1.0250417953254368e-08,-0.009565684611344145,-1.3537352470476458,1.7664397822178024,-3.047478139877406,-1.5727992836752918,-0.6736046590966897
1780435771.539161444,-0.0022279592828180483,-1.571812892334174,1.5718155403673242,-3.141603734015609,-1.5627705654600694,2.1508023835502715e-08,-0.008127026485608558,-1.3535284954883924,1.7663465735242512,-3.059539665605976,-1.5854097456040468,-0.673604659096605
1780435771.589575291,-0.0029175666011180823,-1.5721255755317083,1.5721274946594788,-3.1416021984048914,-1.5602877037314098,2.1508023835502715e-08,-0.007288473161739152,-1.3551864618051415,1.765810668273479,-3.0565140582274424,-1.5901661412665993,-0.6736046590964856
1780435771.639315128,-0.0029175666011180823,-1.5721255755317083,1.5721274946594788,-3.1416021984048914,-1.5602877037314098,2.1508023835502715e-08,-0.008026289812343877,-1.357257174688761,1.7662593682794308,-3.0527709082318655,-1.5712199501689332,-0.6610382883553036
1780435771.689174175,-0.0036646465777678827,-1.5724625816888853,1.572463643902814,-3.141600612065554,-1.5575985858209416,2.1508023835502715e-08,-0.007421778222008538,-1.3575249220984134,1.7661178808599638,-3.061105011524659,-1.5715718428416556,-0.6610382883555147
1780435771.739378214,-0.004456727389162474,-1.5728179348324929,1.5728179949653338,-3.1415989503168698,-1.5547482269134427,2.1508023835502715e-08,-0.006287038005364355,-1.359415320809739,1.7644644185949976,-3.0504989615089326,-1.5822372442720753,-0.6610382883554661
1780435771.789271116,-0.005282802415512933,-1.5731864115359073,1.5731853137582616,-3.1415971957318156,-1.551776325918162,3.18730439284544e-08,-0.006368018088453975,-1.3597028054827076,1.7653745724262666,-3.0602824915997067,-1.5794044000945833,-0.6484719176264768
1780435771.839381218,-0.005282802415512933,-1.5731864115359073,1.5731853137582616,-3.1415971957318156,-1.551776325918162,3.18730439284544e-08,-0.0067633402772915305,-1.3616281032546613,1.76519604065959,-3.055918414941319,-1.5657189961217501,-0.6484719176266444
1780435771.889352322,-0.0061372720188792584,-1.573565278010804,1.573562856280901,-3.1415953321272063,-1.5487030938860151,3.18730439284544e-08,-0.006317716303886799,-1.363270647616618,1.7640048711966734,-3.048244838588774,-1.5659609183781613,-0.6484719176268573
1780435771.939252615,-0.007014882760618235,-1.5739520038708736,1.5739480857737866,-3.141593347894805,-1.5455474734061179,3.18730439284544e-08,-0.005443428036543359,-1.362720980479299,1.7638250151187056,-3.0600531997452003,-1.5776364662982307,-0.64847191762677
1780435771.989149809,-0.007913592430830008,-1.5743455117516243,1.5743399169436565,-3.14159123020475,-1.5423168422995595,3.18730439284544e-08,-0.005147771656016374,-1.3641555303342443,1.763268807948629,-3.0558096130894503,-1.5819902491732971,-0.6484719176266093
1780435772.039269686,-0.008825948782012816,-1.5747423980616988,1.574734950646552,-3.14158897892233,-1.539038007995817,3.18730439284544e-08,-0.0056859848822159945,-1.3662356662316322,1.7630719260438534,-3.048995506379688,-1.5734585370277447,-0.6484719176265119
1780435772.089282990,-0.008825948782012816,-1.5747423980616988,1.574734950646552,-3.14158897892233,-1.539038007995817,3.18730439284544e-08,-0.006302920935831338,-1.365793468183389,1.7637549729626674,-3.062229836393088,-1.5609720227361694,-0.6610382883681031
1780435772.139333010,-0.00974355246141645,-1.5751389337523545,1.575129470154771,-3.1415866022131604,-1.5357411503319351,3.18730439284544e-08,-0.0056244498812163205,-1.3676468203645173,1.7619650062502392,-3.0487675003917447,-1.570607679543675,-0.661038288368057
1780435772.189398527,-0.01066286694691243,-1.5755335649711126,1.575521929044584,-3.1415841037015593,-1.5324389523462534,3.18730439284544e-08,-0.0054920492836297,-1.3680016960785641,1.7619420734342628,-3.053406351861876,-1.5746020316172868,-0.661038288367814
1780435772.239263535,-0.011581881669597394,-1.5759254262481592,1.5759114683272173,-3.141581486826498,-1.529138605013217,3.18730439284544e-08,-0.00628220586345303,-1.3684153952695004,1.7628027040486094,-3.0625742704900953,-1.5652448103729233,-0.6610382883677378
1780435772.289257050,-0.011581881669597394,-1.5759254262481592,1.5759114683272173,-3.141581486826498,-1.529138605013217,3.18730439284544e-08,-0.007149163928093049,-1.3708348549382556,1.762122308278264,-3.050310572456085,-1.551919686864648,-0.6610382883679041
1780435772.339365482,-0.01249912656081964,-1.5763139030879536,1.5762974799414395,-3.141578754999557,-1.5258453522528566,3.18730439284544e-08,-0.0072885555305267375,-1.371244015741742,1.7616940852389233,-3.05272295132922,-1.5504725837481153,-0.6610382883681639
1780435772.389156103,-0.013403078292081538,-1.576694183457338,1.576675187758637,-3.141575941408116,-1.522600517228228,3.18730439284544e-08,-0.006934244976435061,-1.3708856303139223,1.7613710246015852,-3.060257921818143,-1.5602297840753234,-0.6610382883680438
1780435772.439187050,-0.01425789267068911,-1.5770514540605243,1.577029893951544,-3.1415731583610755,-1.5195326682602728,3.18730439284544e-08,-0.007063326377532328,-1.3725473659851497,1.7605128671637238,-3.051713793257166,-1.5640733013487755,-0.6610382883678192
1780435772.489639044,-0.01425789267068911,-1.5770514540605243,1.577029893951544,-3.1415731583610755,-1.5195326682602728,3.18730439284544e-08,-0.00867723233262687,-1.37298329680298,1.7619115360141613,-3.0614973648666854,-1.5433875242778015,-0.6736046590966284
1780435772.539409637,-0.015071700345425043,-1.577389474794539,1.577365357412926,-3.1415704026032323,-1.5166125077580128,3.18730439284544e-08,-0.008999289757469267,-1.3739394960965248,1.7609990392329495,-3.0579108094299854,-1.5419274444165212,-0.6736046590967053
1780435772.589307308,-0.015837091085598942,-1.5777055083074014,1.5776788836920121,-3.1415677143922704,-1.5138665217061202,3.18730439284544e-08,-0.008779873263304134,-1.3751390542747215,1.7595048288166568,-3.0487096473159148,-1.5511617352659346,-0.6736046590967355
1780435772.639192343,-0.016558476108585296,-1.578001707015611,1.5779726306066206,-3.141565097313912,-1.5112787890133648,3.18730439284544e-08,-0.00912273652190336,-1.374468198086042,1.7599492559259877,-3.0609084000321767,-1.5547389345156895,-0.6736046590965025
1780435772.689361095,-0.016558476108585296,-1.578001707015611,1.5779726306066206,-3.141565097313912,-1.5112787890133648,3.18730439284544e-08,-0.010792302528684143,-1.3765609979442406,1.7601202928819222,-3.0516636372161465,-1.5336947559320608,-0.6610382883552968
1780435772.739323139,-0.01723645310773847,-1.5782786108073088,1.5782471530857896,-3.1415625651601116,-1.5088470851668276,3.18730439284544e-08,-0.01128454176365083,-1.376763875869444,1.7596094969055416,-3.053693644862569,-1.5319058669800356,-0.6610382883556538
1780435772.789267778,-0.01787581866427601,-1.5785384384791055,1.5785046681348478,-3.141560114893814,-1.5065541383552619,3.18730439284544e-08,-0.011209845290392309,-1.3760760176247038,1.7592018719012703,-3.0612272322262917,-1.5410406000566126,-0.6610382883554308
1780435772.839265108,-0.018477210407429112,-1.5787816775344208,1.5787456736071348,-3.1415577558006627,-1.5043976048500145,2.1544945443083826e-08,-0.011929031923110676,-1.3778924614058559,1.758754429967716,-3.04969577951286,-1.538248185581067,-0.6484719176265358
1780435772.889443159,-0.018477210407429112,-1.5787816775344208,1.5787456736071348,-3.1415577558006627,-1.5043976048500145,2.1544945443083826e-08,-0.013357941516232666,-1.3775809200169498,1.759606259957094,-3.060962824609141,-1.5239202637537907,-0.6484719176267275
1780435772.939388275,-0.01904810648843558,-1.5790115447662707,1.5789733695992585,-3.141555470306832,-1.502350622235424,2.1544945443083826e-08,-0.013834964566653686,-1.3783782679096666,1.758631435278695,-3.054950076080875,-1.5229255720856627,-0.6484719176267291
