q1,q2,q3,q4,q5,q6,qw,qx,qy,qz,wx,wy,wz
-1.7240981403773733e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.5599756595904273e-19,1.0,1.242360794305904e-09,2.2679635621740158e-09,6.068101670135598e-12,-2.0538716539211012e-12,-6.862921891936296e-13,-5.581025537792989e-18
-2.1688952083721106e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.343353482446538e-19,1.0,1.2423618103086135e-09,2.2679644471913825e-09,6.06810165877159e-12,1.921746916540924e-12,1.2330386647785942e-12,8.751259820727392e-18
-1.9967168821304498e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-4.077784400018681e-20,1.0,1.2423614143833801e-09,2.2679635017307174e-09,6.0681016582262434e-12,5.600846058571263e-13,-9.180523696849434e-13,7.491850577168235e-18
-2.542826521394622e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.6484220588156004e-20,1.0,1.2423613359800377e-09,2.267964383198227e-09,6.068101642102895e-12,3.5488590060730564e-13,1.9136848153312263e-12,-7.19084892349946e-18
-3.5187937666194595e-20,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-8.709658228279065e-20,1.0,1.2423608169554685e-09,2.267964423654514e-09,6.0681016242777365e-12,-9.054756228734416e-13,-1.831087239616494e-12,-1.4955471201971648e-17
4.1168352235537696e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-6.958190323804076e-20,1.0,1.2423612592298562e-09,2.2679633627757602e-09,6.068101622977475e-12,-9.053905381563919e-13,-1.831097932452e-12,-1.0132939938756124e-17
1.790930042731333e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-5.617137357427596e-20,1.0,1.2423609029679721e-09,2.2679640109547873e-09,6.068101612672731e-12,-6.649352297140926e-13,1.0218635734760646e-12,-6.642676305090786e-18
1.9606650853614478e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-6.061084232374032e-20,1.0,1.2423606198027765e-09,2.267964415704274e-09,6.068101610345511e-12,4.4004211601980034e-13,2.7615423891631235e-13,-9.735999855985792e-19
4.066317362024553e-20,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.4138572631136085e-20,1.0,1.2423610619034975e-09,2.267963354891284e-09,6.06810160038551e-12,-9.055134120896433e-13,-1.8310284255517654e-12,-9.527833038868567e-19
-1.4019470609491354e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,9.187204048229019e-21,1.0,1.2423615679599274e-09,2.267963794019097e-09,6.068101590144468e-12,4.399834684885246e-13,2.7615125519193367e-13,-4.774690714692116e-19
1.8669415198720234e-20,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.8407542800351174e-20,1.0,1.2423611044673744e-09,2.267963369369892e-09,6.068101581516112e-12,-9.054246081254609e-13,-1.8310773169982118e-12,-1.1298674114612533e-17
1.5691834932139732e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.107821244713137e-21,1.0,1.2423613370874888e-09,2.2679645947064005e-09,6.068101564370736e-12,4.4008953642073966e-13,2.761787123951112e-13,1.3197044496427644e-18
4.2615326299930595e-21,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-7.133930331543773e-20,1.0,1.2423614879275621e-09,2.2679635197574777e-09,6.0681015695277584e-12,5.600543384019155e-13,-9.180831298016197e-13,1.3917266332186338e-17
4.417652392847946e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.0252891807747756e-19,1.0,1.2423611584708607e-09,2.2679643001187805e-09,6.068101565447307e-12,4.4007041282914043e-13,2.76181016107887e-13,-2.5313816670257452e-18
6.452294132888131e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-7.381194210399317e-20,1.0,1.2423608464373547e-09,2.267965302113038e-09,6.068101559550834e-12,4.4002031401515396e-13,2.762024989234129e-13,2.280741255333919e-18
4.041292600049594e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-9.49210100277246e-20,1.0,1.2423611218700701e-09,2.267963190481025e-09,6.068101542897345e-12,-9.054535571908284e-13,-1.831055667649233e-12,-2.0144340711846536e-18
-1.1545306994290977e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.0187743792020328e-19,1.0,1.2423610753394548e-09,2.267964002501666e-09,6.068101538202195e-12,-6.649635959123724e-13,1.0218807056051116e-12,-2.380772317844015e-19
-6.616380357048506e-21,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.1752482752999168e-19,1.0,1.2423614331749698e-09,2.2679646580597657e-09,6.06810153675507e-12,1.9216341733927713e-12,1.23303110832313e-12,7.186539245396333e-18
2.7876462337779127e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.8810865619719506e-20,1.0,1.2423606112887206e-09,2.2679652141833186e-09,6.06810151913594e-12,-1.3202309779338574e-12,2.0356598287541492e-12,-6.24715935256806e-18
2.1158512158693016e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-4.0085573055631695e-20,1.0,1.2423609436203798e-09,2.2679656261356547e-09,6.068101503678946e-12,-8.609575669651164e-13,4.897515366026954e-12,-1.4445462500034448e-17
-1.396282718174156e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-7.266335778137993e-20,1.0,1.2423614283068343e-09,2.267963746580642e-09,6.068101509304324e-12,-9.054808964328104e-13,-1.83105908852393e-12,-1.0955198866369113e-17
-2.158187870701413e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.1332004942316362e-19,1.0,1.242361651170365e-09,2.26796415406577e-09,6.0681015048561294e-12,1.9217074064790323e-12,1.233023635134394e-12,1.292847395087957e-17
-3.5117483272836213e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-9.330593792707591e-20,1.0,1.2423607018862314e-09,2.2679649255179143e-09,6.068101492238762e-12,4.4006827564981704e-13,2.7613517777475405e-13,-2.7048540146234165e-18
-5.151371760781829e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.844071035585395e-20,1.0,1.2423613805785251e-09,2.267963653844317e-09,6.068101489827479e-12,5.600937513192888e-13,-9.180418086884263e-13,9.025346129931756e-18
-3.590318390443533e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.3198199749635087e-19,1.0,1.2423610244018295e-09,2.267964301999252e-09,6.068101474318563e-12,-6.649487605572064e-13,1.0218705886977968e-12,-2.663220651199971e-18
-5.475924961106299e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.157942681750528e-19,1.0,1.242361299331558e-09,2.267964090505301e-09,6.068101475587132e-12,5.601772678463162e-13,-9.180675311681284e-13,2.582583140153894e-18
-6.518286991838762e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.4573440661445644e-19,1.0,1.2423603926491106e-09,2.2679640431855523e-09,6.068101463183753e-12,-9.054958011769164e-13,-1.8310788019215127e-12,-4.7691749510358164e-18
-1.0732617935360022e-18,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.642766026320035e-19,1.0,1.2423611995432633e-09,2.267964219937664e-09,6.068101456369518e-12,-6.649832052265456e-13,1.0218741969226254e-12,-6.462265063589178e-18
-6.161123069305108e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.8898657417919938e-19,1.0,1.2423613103019748e-09,2.2679632228863537e-09,6.068101448198849e-12,-9.054418165823439e-13,-1.8310999794257072e-12,-9.91089533383107e-18
-3.6557286261608524e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.589852185168788e-19,1.0,1.2423614640433038e-09,2.267964316927291e-09,6.0681014384729e-12,1.9217587959272844e-12,1.2330207832489976e-12,1.0513738872319857e-17
-3.446870299318002e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.9381149050140533e-19,1.0,1.2423604480242543e-09,2.2679642651519667e-09,6.068101422626341e-12,-9.054897643392199e-13,-1.8310908409024367e-12,-1.0261309475978383e-17
-2.864113120537642e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.4473560653700776e-19,1.0,1.2423602959385806e-09,2.2679644747880977e-09,6.068101418700899e-12,-9.055330075260289e-13,-1.8310086011318867e-12,1.0163324730172547e-17
-6.196211527305686e-20,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.6008029709331286e-19,1.0,1.2423609010007931e-09,2.2679640216522935e-09,6.068101409776915e-12,-6.649700213281285e-13,1.0218670776174803e-12,-3.672829714218464e-18
-1.365799100621726e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.687776298141215e-19,1.0,1.2423613586228968e-09,2.267964904842935e-09,6.068101415348541e-12,1.9216919327456255e-12,1.2330366039270977e-12,1.0246591457019435e-17
-5.612929650311377e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.762021745594169e-19,1.0,1.2423611701536952e-09,2.267964489871619e-09,6.068101401163254e-12,-9.05523667774835e-13,-1.8310064986470353e-12,2.027471627841326e-18
-7.190156868411854e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.6235381849994476e-19,1.0,1.2423612282866632e-09,2.2679641662316148e-09,6.068101389581341e-12,-6.649483719791489e-13,1.0218744675394863e-12,-7.440649104040088e-18
-3.707324693501797e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.2483408024605313e-19,1.0,1.24236133905425e-09,2.267963169180287e-09,6.068101374686884e-12,-9.054467987081683e-13,-1.8310771157702956e-12,-1.432750130366801e-17
-2.1905193374069175e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.249542692485278e-19,1.0,1.2423617808868382e-09,2.2679646266020982e-09,6.06810136333877e-12,1.9216704221745236e-12,1.2330438134378638e-12,1.0031485745998316e-17
-3.158774993329589e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-6.559565157257763e-20,1.0,1.2423613849352445e-09,2.2679636811302897e-09,6.068101365837863e-12,5.600946394977072e-13,-9.180482132875027e-13,1.0919664165698445e-17
-1.8841563225953774e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-4.854691795024627e-20,1.0,1.24236102877106e-09,2.2679643293119563e-09,6.068101349883123e-12,-6.649358958479098e-13,1.0218833285070012e-12,-5.095302964519438e-18
2.204768800503121e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.7019475527940623e-20,1.0,1.2423611315478786e-09,2.267963310321875e-09,6.0681013383297336e-12,-9.055037947826947e-13,-1.8310622040872962e-12,-1.2447061055709147e-17
3.198604908646334e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,2.44268446061909e-20,1.0,1.2423608580383548e-09,2.267964532848916e-09,6.0681013305027e-12,-9.055176725705024e-13,-1.8310233740370115e-12,5.77794378290319e-18
-5.43337101225221e-20,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.551402295753667e-20,1.0,1.2423615149779867e-09,2.2679634607091285e-09,6.068101329982565e-12,5.600620128185707e-13,-9.180941418262543e-13,1.0590066705262855e-17
-3.557146432158872e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-7.20682409005026e-20,1.0,1.242360658205088e-09,2.2679638627158473e-09,6.068101328544821e-12,-9.055536021631379e-13,-1.8310567362389016e-12,-9.772117455752908e-18
1.3485304192087687e-20,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-8.749991804371707e-20,1.0,1.2423608812371984e-09,2.2679642702332938e-09,6.068101315969445e-12,-9.054596356618913e-13,-1.831103795817358e-12,-5.3936754023874444e-18
-2.0988714194365215e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-9.306422043262466e-20,1.0,1.2423613233207386e-09,2.2679632094051592e-09,6.068101308261118e-12,-9.054057759674094e-13,-1.8311031088668607e-12,-1.1031526699312067e-17
-5.280584390969506e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-6.2449472978896e-20,1.0,1.2423610459311103e-09,2.2679639888295273e-09,6.068101296731643e-12,-6.649713258401846e-13,1.021855836609353e-12,-1.9138201095779682e-18
-2.1153431333876947e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.3720093193758254e-19,1.0,1.2423614038045743e-09,2.267964644359643e-09,6.068101295161353e-12,1.9216490781368735e-12,1.2330183199416587e-12,1.0291694267394847e-17
7.540749449281394e-21,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.3568333125967693e-19,1.0,1.2423608592914774e-09,2.2679644412360337e-09,6.068101278352499e-12,4.40040964163408e-13,2.7614630082167754e-13,3.378509622399306e-19
3.4580933475648974e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.0476474624024686e-19,1.0,1.2423606935990976e-09,2.267964872321045e-09,6.0681012851861225e-12,-9.055786238145564e-13,-1.83099733236819e-12,1.55687230813163e-17
3.976591467839746e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-4.031127910324739e-20,1.0,1.2423613043175983e-09,2.2679641758406006e-09,6.068101276136925e-12,-6.649775153335473e-13,1.021886090186774e-12,-8.69658890064728e-18
3.266906927147924e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-4.157664896381112e-20,1.0,1.2423614149907464e-09,2.2679631788007153e-09,6.068101266170818e-12,-9.054463684967479e-13,-1.8310853591762548e-12,-1.1701129961039108e-17
5.551692133245246e-20,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,3.267238248187994e-20,1.0,1.242361856771827e-09,2.2679646362082877e-09,6.068101262403443e-12,1.9217070317787574e-12,1.23305975207716e-12,1.131518111822117e-17
4.862675410993821e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.7285927831654934e-20,1.0,1.2423606661973239e-09,2.267963511637836e-09,6.068101244031922e-12,-9.054254685483095e-13,-1.8311255770053204e-12,-9.03659470193873e-18
5.507232259396331e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.7133674992215575e-20,1.0,1.2423604578427304e-09,2.2679647615039763e-09,6.068101235465782e-12,-9.054913464070334e-13,-1.831029396996918e-12,1.1780087009782955e-17
7.339482464678879e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-6.615174361020928e-20,1.0,1.2423610766101813e-09,2.2679640869012097e-09,6.0681012363704334e-12,-6.649752393763473e-13,1.0218861803923967e-12,-3.7803825697290005e-18
6.822891185798111e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.268012926061262e-19,1.0,1.242361332966933e-09,2.2679637651036414e-09,6.068101227303422e-12,-9.05447603619864e-13,-1.8310740140847202e-12,-1.3723817534028058e-17
8.612015865479603e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.448608255129301e-19,1.0,1.2423615560107635e-09,2.267964172583086e-09,6.068101216013477e-12,1.9217267382374447e-12,1.2330164325625186e-12,8.435540148099676e-18
8.519331120951196e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.9630784066641585e-19,1.0,1.2423613951066647e-09,2.2679642814495283e-09,6.068101201518261e-12,-6.649660661586075e-13,1.0218882204272044e-12,-4.172430075299758e-18
5.668331284334707e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.1260582915879916e-19,1.0,1.2423617954484976e-09,2.2679641182359354e-09,6.068101200666772e-12,1.9217530088897642e-12,1.2330429183205505e-12,1.0593536152214825e-17
6.073796099759687e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.8205168537528158e-19,1.0,1.242360627935339e-09,2.267965222634691e-09,6.0681011923454886e-12,-2.0767602338413857e-12,3.4405591298148373e-12,-1.1059282274927677e-17
6.856319491310676e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.5689505199182343e-19,1.0,1.242361083785645e-09,2.267963940333272e-09,6.0681011944588575e-12,3.548155818564756e-13,1.9136562132105477e-12,-4.9461167455854105e-18
5.313097497252294e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.3801535861751615e-19,1.0,1.2423611978200902e-09,2.2679634407962694e-09,6.0681012010721115e-12,-9.055078609745262e-13,-1.831043725812829e-12,-1.0117639020700108e-18
4.067514103564399e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.233091595779941e-19,1.0,1.2423621349367767e-09,2.2679641945252433e-09,6.0681012034054935e-12,1.921703034975868e-12,1.2330267506977543e-12,9.861482845352616e-18
3.151138733935161e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.3816594293322775e-19,1.0,1.2423611188890274e-09,2.2679641427781013e-09,6.068101186806064e-12,-9.055562250650365e-13,-1.8310494365225117e-12,-1.1801743922645749e-17
2.0355364341221718e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.2333691712253276e-19,1.0,1.2423600255848966e-09,2.267964755599159e-09,6.068101180714855e-12,-3.976278637522131e-12,1.516213759262865e-12,-1.6561825140726104e-17
-9.998583534041354e-20,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.473022827991922e-19,1.0,1.2423619238789778e-09,2.267964408081723e-09,6.068101186429133e-12,1.9217172041972195e-12,1.2330399207183836e-12,1.33933798424414e-17
-5.406728583507894e-20,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.657711852713793e-19,1.0,1.242360741214876e-09,2.267963305460478e-09,6.068101169176519e-12,-9.05550562927611e-13,-1.8310804186837928e-12,-6.53512344958016e-18
-2.531828662850105e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.7687458805131637e-19,1.0,1.242361096095366e-09,2.267964609679665e-09,6.068101169575954e-12,4.4002264548349923e-13,2.7616782527057e-13,-5.18203913831825e-18
-3.1973554764284456e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.034267311400318e-19,1.0,1.2423614955968087e-09,2.2679643676508475e-09,6.068101159762784e-12,3.5485635479705446e-13,1.9136598491909536e-12,-4.748358269324047e-18
-4.507844742367082e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.069381348736992e-19,1.0,1.2423607869607323e-09,2.2679633767527506e-09,6.068101153075434e-12,-9.055296629791725e-13,-1.831047299343189e-12,1.3752156008740825e-18
-4.0484472759077936e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.4764535114836426e-19,1.0,1.2423609406402083e-09,2.2679644708227345e-09,6.068101146792908e-12,4.400660552037625e-13,2.7613227731710057e-13,-1.1852362496676818e-18
-2.9079731558345755e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.3410395556470892e-19,1.0,1.2423621236509295e-09,2.26796388844065e-09,6.068101142912024e-12,1.921769828768587e-12,1.2330176260522713e-12,8.758198714631375e-18
-2.3808650596342613e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.2464079242453772e-19,1.0,1.2423608557128872e-09,2.267963428534064e-09,6.068101124113032e-12,-9.055083050637361e-13,-1.831042844573303e-12,-1.556467073526718e-18
-4.0476610149328444e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.0091120645399801e-19,1.0,1.242360986519701e-09,2.267964542065448e-09,6.068101125475515e-12,4.4000216186869547e-13,2.7618107161903284e-13,-1.1019695228207948e-18
-4.2573970856122473e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-6.34520146384951e-20,1.0,1.2423619602549363e-09,2.267963727586175e-09,6.068101117443632e-12,1.921742114826335e-12,1.2330230314506217e-12,5.4344685346598155e-18
-4.710170004789274e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.355333923306141e-20,1.0,1.2423607002766655e-09,2.2679632896415107e-09,6.068101099525886e-12,-9.055674105620091e-13,-1.8310262467390848e-12,6.63978975723596e-19
-6.75864723726624e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-6.319408603487124e-20,1.0,1.2423607010409258e-09,2.2679647716158444e-09,6.06810110374621e-12,-9.05574141289096e-13,-1.8309831006967907e-12,1.1970906592140424e-17
-4.984399111045356e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-5.179933620356502e-20,1.0,1.2423613661104637e-09,2.267963721367303e-09,6.068101104421305e-12,5.601234220296167e-13,-9.180962443111043e-13,1.2425404142846352e-17
-1.3392256334576547e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,2.6657815062657577e-20,1.0,1.2423618642899028e-09,2.267964138536393e-09,6.0681010917741935e-12,1.921694125436095e-12,1.2330274931594017e-12,6.374688658639248e-18
-3.817733307888875e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,6.569948412645383e-20,1.0,1.2423614546156956e-09,2.2679634145446024e-09,6.068101095985763e-12,5.601167745692566e-13,-9.180584412171153e-13,8.5847263670337e-18
-3.336968863423411e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,3.797460033449245e-20,1.0,1.2423616003335746e-09,2.2679644867191457e-09,6.068101088464642e-12,1.9217550489245716e-12,1.2330279580652936e-12,1.25190792105491e-17
-3.3462068262014587e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,8.551019738668122e-20,1.0,1.2423605843036374e-09,2.2679644349480953e-09,6.068101081680279e-12,4.4004987370317826e-13,2.7612735764132283e-13,1.7603242125409464e-18
-4.660594055960326e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,1.0668165028151295e-19,1.0,1.242361026421435e-09,2.2679633741581526e-09,6.068101069688915e-12,-9.054851291580973e-13,-1.831048534466304e-12,-2.1532119492627305e-18
-4.747376462384068e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,5.55508681821842e-20,1.0,1.242361731487583e-09,2.2679639152566757e-09,6.0681010633368024e-12,1.9217828877669135e-12,1.23300203435767e-12,8.275945588309833e-18
-2.949131969182158e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,1.9819504574797605e-20,1.0,1.2423606728476194e-09,2.2679636874263237e-09,6.068101052760209e-12,-9.055350198052668e-13,-1.8310792529496153e-12,-3.825485380104371e-18
-3.070752518756534e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,1.9565680339778175e-20,1.0,1.2423610723295363e-09,2.2679634453766997e-09,6.068101045939439e-12,-9.055525752068435e-13,-1.831037716730707e-12,-3.835893720960231e-18
-5.644007181976452e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-4.103711386019215e-20,1.0,1.2423615703414356e-09,2.26796386257962e-09,6.068101034225607e-12,4.4008308324940206e-13,2.7616185088291975e-13,-2.9268986195483833e-18
-4.892211510311373e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.0444163306604445e-19,1.0,1.2423608976009857e-09,2.2679632058575954e-09,6.068101016464118e-12,-9.054081351913401e-13,-1.831089397612503e-12,-2.831800421597273e-19
-1.3687011603996455e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.7041071072374836e-19,1.0,1.2423614046821585e-09,2.2679646905795824e-09,6.068101010918536e-12,1.9217124302382126e-12,1.2330270490701934e-12,7.523075599735905e-18
2.8772412529419132e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.1370739852182834e-19,1.0,1.2423611216159321e-09,2.2679650952938817e-09,6.068100996132531e-12,4.400625996345973e-13,2.7619594166866995e-13,2.783811063367269e-18
1.254228048478466e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.617364407405994e-19,1.0,1.2423608228340616e-09,2.267963556035973e-09,6.06810098466441e-12,-2.0538868917321235e-12,-6.862939586115801e-13,-2.623633604480048e-19
-1.126629621247694e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.2756287635661284e-19,1.0,1.2423619039417688e-09,2.2679644684053157e-09,6.068100978023939e-12,1.921743988327687e-12,1.2330419954476627e-12,6.707755566026808e-18
-6.187417841948981e-20,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.7055345600623646e-19,1.0,1.2423615080354927e-09,2.267963522966258e-09,6.068100978035439e-12,5.601353708049179e-13,-9.180447230238662e-13,9.341065802559602e-18
1.2875682695566198e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.5536891077897156e-19,1.0,1.2423609890243433e-09,2.267963563383736e-09,6.068100967579388e-12,-9.05449019154223e-13,-1.8310749716520768e-12,-1.103152669931202e-17
2.565412224323234e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.457884190775503e-19,1.0,1.2423608862228852e-09,2.2679647974416362e-09,6.068100959639224e-12,-1.3202681981607655e-12,2.035642641113948e-12,-1.574997455396893e-17
2.384214207279573e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.350620532452503e-19,1.0,1.242362043723346e-09,2.2679639714965077e-09,6.068100960140013e-12,1.9217649715428525e-12,1.2330300605501474e-12,8.08165655900044e-18
2.9512446694623807e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.936508586971263e-19,1.0,1.242360519414705e-09,2.2679642696886483e-09,6.068100944556987e-12,-6.649819007144986e-13,1.0218715323873671e-12,-4.0301827502696255e-18
2.1069115969771044e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.3546828155989503e-19,1.0,1.2423608103874342e-09,2.2679641020214406e-09,6.068100934463133e-12,-9.055115524660851e-13,-1.8310775737372916e-12,-8.76944728663826e-18
4.574489723119183e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-4.0649625505501574e-19,1.0,1.2423621345529446e-09,2.26796432689516e-09,6.0681009370430474e-12,1.921671504641966e-12,1.2330546103567796e-12,9.465965892829936e-18
4.209177865364844e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-4.144158659940537e-19,1.0,1.2423608220121292e-09,2.2679641809431035e-09,6.068100929561878e-12,-6.649346468470133e-13,1.021864010626375e-12,-6.99309044723801e-18
2.9409363063730487e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.9283428175517745e-19,1.0,1.242360779217032e-09,2.267964817905058e-09,6.068100925456308e-12,-1.3202490329358034e-12,2.0356700566837603e-12,-4.803869420555277e-18
