q1,q2,q3,q4,q5,q6,wx_filt,wy_filt,wz_filt,target_dq1,target_dq2,target_dq3,target_dq4,target_dq5,target_dq6
2.824171358281585e-13,-1.570000000047911,1.5700000000192609,-1.5699999999839858,-1.5700000000000442,9.196080079571974e-15,2.8860237183379885e-09,-6.564286403184788e-05,-0.03566737234631346,0.017833685000287255,-1.7147140815433292e-05,-1.7147140815431835e-05,-1.7147140815432902e-05,-1.4198555336377463e-05,-0.017833687348324634
2.6195636405737364e-13,-1.5700000000426584,1.570000000018588,-1.5699999999840009,-1.570000000000059,1.2770045762503042e-14,3.732522509514221e-09,-5.979534746677239e-05,-0.03378789230910423,0.016893945360489285,-1.544741542016777e-05,-1.5447415420169607e-05,-1.5447415420168266e-05,-1.3449368547231563e-05,-0.01689394695158737
2.430983092572973e-13,-1.5700000000379322,1.570000000017982,-1.5699999999840142,-1.5700000000000742,1.6409258744032746e-14,4.3736825239614335e-09,-5.358306005836644e-05,-0.03188154543971955,0.015940772347337293,-1.3629665551190638e-05,-1.362966555119073e-05,-1.3629665551190661e-05,-1.2689689658882159e-05,-0.015940773095865196
2.28050024690273e-13,-1.57000000003368,1.570000000017438,-1.569999999984025,-1.5700000000000858,1.9159063625781156e-14,4.822892907769089e-09,-4.71328938293062e-05,-0.029955083044357938,0.01497754159851638,-1.1735292504362473e-05,-1.173529250436648e-05,-1.1735292504363548e-05,-1.1922193419073723e-05,-0.014977541449682176
2.162506146846904e-13,-1.5700000000298548,1.5700000000169472,-1.569999999984034,-1.5700000000000949,2.1164647323352347e-14,5.095147459432367e-09,-4.0563704788995026e-05,-0.028015779197889702,0.014007890137224565,-9.802949522364319e-06,-9.802949522366226e-06,-9.80294952236483e-06,-1.1149761117001186e-05,-0.014007889064722518
2.0721334772821605e-13,-1.5700000000264136,1.5700000000165053,-1.5699999999840406,-1.570000000000101,2.2550781095846496e-14,5.206645606229448e-09,-3.398525986783315e-05,-0.026071325774194524,0.013035663887459227,-7.868204704450034e-06,-7.868204704452145e-06,-7.8682047044506e-06,-1.0375439187430233e-05,-0.013035661890881435
2.005160741466915e-13,-1.5700000000233183,1.5700000000161078,-1.569999999984045,-1.5700000000001058,2.3424237011426663e-14,5.1744166787609245e-09,-2.7497417031758083e-05,-0.024129720076401878,0.012064861489222293,-5.963282625187389e-06,-5.963282625186145e-06,-5.963282625187057e-06,-9.602394844658016e-06,-0.01206485859130003
1.9579338641948922e-13,-1.570000000020534,1.5700000000157504,-1.5699999999840497,-1.5700000000001082,2.3876421347340892e-14,5.015970297064234e-09,-2.1189529570066703e-05,-0.022199147858944685,0.011099575809601463,-4.116881289162433e-06,-4.116881289160764e-06,-4.116881289161987e-06,-8.83386985584386e-06,-0.01109957205333747
1.9272923727975381e-13,-1.5700000000180292,1.5700000000154284,-1.5699999999840517,-1.5700000000001104,2.3985319452954987e-14,4.748975104256778e-09,-1.5140063000457508e-05,-0.02028786451967289,0.010143934538852695,-2.354060201009323e-06,-2.3540602010108018e-06,-2.3540602010097176e-06,-8.073133557335005e-06,-0.01014392998460182
1.9105106225993106e-13,-1.5700000000157754,1.5700000000151395,-1.569999999984054,-1.5700000000001104,2.381718447341025e-14,4.390967527026472e-09,-9.416410893404783e-06,-0.01840407712586588,0.009202041203405939,-6.961946311516154e-07,-6.961946311505384e-07,-6.961946311513257e-07,-7.323436172932578e-06,-0.009202035925956479
1.905235528709338e-13,-1.5700000000137482,1.57000000001488,-1.5699999999840542,-1.5700000000001104,2.34281763960694e-14,3.959091705804078e-09,-4.074894178356791e-06,-0.0165558297461713,0.008277917831810373,8.390093965808341e-07,8.390093965815751e-07,8.390093965810338e-07,-6.5879634174217445e-06,-0.00827791191751354
1.9094453020787098e-13,-1.5700000000119252,1.5700000000146468,-1.5699999999840542,-1.5700000000001095,2.286575208367549e-14,3.4698712276874446e-09,8.390728538038471e-07,-0.014750894311815302,0.007375450385294477,2.2374452857997666e-06,2.2374452858012265e-06,2.2374452858001584e-06,-5.869793269758888e-06,-0.007375443929283864
1.9214050873103042e-13,-1.5700000000102845,1.5700000000144358,-1.5699999999840542,-1.5700000000001073,2.217032599340637e-14,2.939012817694995e-09,5.290667609646197e-06,-0.012996668942621059,0.006498337920711946,3.4884873929161006e-06,3.4884873929143794e-06,3.48848739291564e-06,-5.1718556866467435e-06,-0.006498331024249424
1.9396266228120789e-13,-1.5700000000088097,1.570000000014247,-1.5699999999840542,-1.570000000000105,2.137521149104392e-14,2.3812417032422164e-09,9.255213686864085e-06,-0.011300085361643378,0.005650046297780317,4.584830237007613e-06,4.5848302370065645e-06,4.584830237007332e-06,-4.496895903108073e-06,-0.0056500390657592105
1.9628403554496577e-13,-1.5700000000074823,1.570000000014076,-1.569999999984052,-1.5700000000001029,2.050859811513474e-14,1.8101679664057046e-09,1.2717623459134876e-05,-0.009667526699471511,0.004833767081141029,5.522291785709019e-06,5.522291785708524e-06,5.522291785708888e-06,-3.847441838905319e-06,-0.004833759619771873
1.989961655209979e-13,-1.5700000000062888,1.570000000013923,-1.5699999999840497,-1.5700000000001006,1.959366792691807e-14,1.2381828411517235e-09,1.5671747384859926e-05,-0.008104756666261646,0.004052382126274339,6.299587157775188e-06,6.299587157774741e-06,6.2995871577750696e-06,-3.225776001209295e-06,-0.004052374540973225
2.0200721749368582e-13,-1.5700000000052157,1.5700000000137853,-1.5699999999840475,-1.5700000000000984,1.864976846672807e-14,6.763835999368446e-10,1.8119648370547607e-05,-0.006616860755223942,0.003308434181134072,6.918078940699388e-06,6.9180789406998535e-06,6.918078940699515e-06,-2.6339121491874507e-06,-0.0033084265746284253
2.0523941312068107e-13,-1.5700000000042498,1.570000000013661,-1.5699999999840453,-1.5700000000000962,1.7692771746991543e-14,1.3452540676014835e-10,2.007081896944518e-05,-0.005208199842773829,0.0026041036861096053,7.381510098716427e-06,7.381510098716829e-06,7.381510098716536e-06,-2.0735768675573362e-06,-0.0026040961567713
2.0862702864444039e-13,-1.5700000000033816,1.57000000001355,-1.569999999984043,-1.570000000000094,1.6735300399331027e-14,-3.7900170810504306e-10,2.1541358428652592e-05,-0.0038823762734837486,0.0019411918163853212,7.695725153959351e-06,7.695725153959106e-06,7.695725153959287e-06,-1.5461960859455645e-06,-0.0019411844567965792
2.1211508886869483e-13,-1.5700000000026,1.57000000001345,-1.5699999999840408,-1.5700000000000918,1.5787761460145205e-14,-8.571727735272194e-10,2.2553125644791398e-05,-0.002642212266572492,0.001321109685068313,7.868384972465672e-06,7.868384972465816e-06,7.868384972465711e-06,-1.0528864811856121e-06,-0.0013211025808215612
2.156577897590664e-13,-1.5700000000018983,1.570000000013359,-1.5699999999840386,-1.5700000000000895,1.485839178691153e-14,-1.294306858486053e-09,2.31328829807061e-05,-0.0014897402579439089,0.0007448735140920485,7.908680087961632e-06,7.908680087961605e-06,7.908680087961627e-06,-5.944516109349352e-07,-0.0007448667428211525
2.1921702914787986e-13,-1.5700000000012675,1.5700000000132768,-1.5699999999840364,-1.570000000000087,1.3953612392755918e-14,-1.6860273559795821e-09,2.3311444664448106e-05,-0.00042620459964261834,0.00021310548383156365,7.827047060438144e-06,7.827047060438096e-06,7.827047060438134e-06,-1.7138255073122647e-07,-0.00021309911446842103
2.2276135115750482e-13,-1.570000000000699,1.5700000000132035,-1.5699999999840342,-1.570000000000085,1.3078045351554486e-14,-2.0292058699884177e-09,2.312284216677999e-05,0.0005479261220169251,-0.00027396010794017325,7.634891903558028e-06,7.634891903557998e-06,7.634891903558021e-06,2.161372574209311e-07,0.0002739660156926577
2.2626527355192785e-13,-1.5700000000001884,1.5700000000131369,-1.569999999984032,-1.5700000000000829,1.2235455736541786e-14,-2.3218920218570226e-09,2.2603517563164916e-05,0.0014329370173483374,-0.0007164658116036042,7.344324134381992e-06,7.344324134382042e-06,7.3443241343820074e-06,5.682232880433103e-07,0.000716471207593702
2.2970827050710484e-13,-1.5699999999997287,1.570000000013077,-1.5699999999840295,-1.5700000000000809,1.1428265714160539e-14,-2.563231475264225e-09,2.179155445756887e-05,0.0022298360388093626,-0.0011149155985461657,6.967904509703032e-06,6.967904509703296e-06,6.967904509703103e-06,8.852777289549542e-07,0.0011149204423043415
2.330740898952565e-13,-1.5699999999993155,1.5700000000130236,-1.5699999999840275,-1.5700000000000784,1.0658334107477918e-14,-2.753374431640069e-09,2.072595460341392e-05,0.0029403153747404164,-0.001470155558119403,6.518409023586913e-06,6.5184090235871644e-06,6.518409023586981e-06,1.1679742011033005e-06,0.0014701598188135662
2.363496997658821e-13,-1.569999999998945,1.5700000000129748,-1.5699999999840253,-1.5700000000000762,9.926323165709716e-15,-2.8933767739068572e-09,1.9445966924601684e-05,0.003566706164748882,-0.0017833512554106036,6.008611257959666e-06,6.008611257959881e-06,6.008611257959724e-06,1.4172398266808015e-06,0.001783354911642312
2.39525511182341e-13,-1.5699999999986118,1.5700000000129326,-1.569999999984023,-1.570000000000074,9.232638426419984e-15,-2.9850959393324566e-09,1.7990474237358885e-05,0.00411192762386938,-0.002055962293393566,5.451084708872675e-06,5.451084708872995e-06,5.451084708872762e-06,1.6342350763022312e-06,0.002055965332852879
2.42594385394364e-13,-1.569999999998312,1.5700000000128949,-1.5699999999840208,-1.5700000000000718,8.577254453950466e-15,-3.0310834856619024e-09,1.6397441620074063e-05,0.004579431652616815,-0.0022897146180166383,4.858026261214471e-06,4.858026261214138e-06,4.858026261214382e-06,1.820331822130668e-06,0.0022897170370138583
2.455514296095165e-13,-1.569999999998042,1.570000000012859,-1.5699999999840186,-1.5700000000000696,7.959690731486511e-15,-3.034476182081804e-09,1.4703429089219688e-05,0.004973143978933937,-0.0024865710892287216,4.241101559070144e-06,4.241101559070341e-06,4.241101559070197e-06,1.977090011623987e-06,0.00248657289212159
2.483933902698514e-13,-1.5699999999978,1.5700000000128282,-1.5699999999840164,-1.5700000000000671,7.378952486805957e-15,-2.9988873114235588e-09,1.2943170028382613e-05,0.005297402828589054,-0.002648700816221132,3.6113126218122516e-06,3.611312621812355e-06,3.61131262181228e-06,2.106233357005541e-06,0.0026487020147559523
2.5111865429027097e-13,-1.5699999999975824,1.5700000000127994,-1.5699999999840142,-1.5700000000000651,6.8340974741055335e-15,-2.9282997156403408e-09,1.1149215695444629e-05,0.0055568960556565804,-0.002778447722701751,2.9788876906147325e-06,2.9788876906146537e-06,2.9788876906147113e-06,2.2096244098354014e-06,0.0027784483352866485
2.53726721271662e-13,-1.569999999997387,1.570000000012775,-1.569999999984012,-1.570000000000063,6.323819218755965e-15,-2.82696195613398e-09,9.35164510879444e-06,0.0057565975871897036,-0.0028782987692564307,2.3531929589966705e-06,2.3531929589968704e-06,2.353192958996724e-06,2.289239359444894e-06,0.0028782988201843896
2.5621839074261113e-13,-1.5699999999972116,1.5700000000127527,-1.5699999999840095,-1.570000000000061,5.846863703513678e-15,-2.6992887968812806e-09,7.577838693572805e-06,0.005901703948914206,-0.00295085221621254,1.7426655459591567e-06,1.742665545958494e-06,1.742665545958979e-06,2.3471428592708965e-06,0.002950851734851109
2.5859495812396783e-13,-1.569999999997054,1.5700000000127328,-1.5699999999840075,-1.570000000000061,5.401643820934302e-15,-2.5497670541921413e-09,5.852313257653201e-06,0.0059975715444981065,-0.0029987862632824226,1.1547668123444462e-06,1.1547668123440328e-06,1.1547668123443357e-06,2.3854631479177027e-06,0.002998785283246058
2.6085883312621097e-13,-1.569999999996912,1.570000000012715,-1.5699999999840053,-1.570000000000061,4.986849114698439e-15,-2.382867694736483e-09,4.196615166613028e-06,0.006049655262322936,-0.003024828352950234,5.95954900669154e-07,5.959549006692945e-07,5.959549006691918e-07,2.4063676925228583e-06,0.00302482691127017
2.630045145041295e-13,-1.569999999996783,1.5700000000126972,-1.569999999984003,-1.5700000000000605,4.6261439648166994e-15,-2.2029649053428046e-09,2.6292679977509945e-06,0.006063448883186223,-0.003031725374317535,7.167519562225254e-08,7.167519562234931e-08,7.167519562227858e-08,2.4120395422101413e-06,0.003031723510622892
2.6544479385639976e-13,-1.5699999999966694,1.5700000000126817,-1.5699999999840009,-1.5700000000000605,4.4442881975620276e-15,-2.0142627059081963e-09,1.1657704739397416e-06,0.006044427662380673,-0.0030222149541310256,-4.136327440840401e-07,-4.1363274408384936e-07,-4.1363274408398997e-07,2.404654539775675e-06,0.0030222127098535824
2.689708300438499e-13,-1.5699999999965697,1.5700000000126684,-1.5699999999839969,-1.5700000000000605,4.226493633177646e-15,-1.820729532386728e-09,-1.8135989408262223e-07,0.005997993362668374,-0.00299899797325223,-8.565133430047463e-07,-8.565133430047093e-07,-8.565133430047366e-07,2.3863595012772132e-06,0.002998995390865964
2.734015406680464e-13,-1.5699999999964822,1.5700000000126573,-1.5699999999839924,-1.5700000000000605,3.987253954491492e-15,-1.6260410820713173e-09,-1.402502297691314e-06,0.005929421923956475,-0.0029647124014730588,-1.2544598936208177e-06,-1.254459893620712e-06,-1.2544598936207897e-06,2.35925143716443e-06,0.0029647095237782016
2.786038280369147e-13,-1.5699999999964058,1.5700000000126462,-1.5699999999839866,-1.5700000000000605,3.732323399786124e-15,-1.433531589875474e-09,-2.4908122651529897e-06,0.005843813874759264,-0.002921908503220394,-1.6058678531593387e-06,-1.6058678531586115e-06,-1.605867853159144e-06,2.325357856698601e-06,0.002921905372680355
2.844581226526092e-13,-1.5699999999963394,1.5700000000126373,-1.56999999998398,-1.5700000000000605,3.466531903180957e-15,-1.2461535929859673e-09,-3.4420705344163e-06,0.005746047523231776,-0.002873025433042939,-1.9099782553261334e-06,-1.9099782553251958e-06,-1.9099782553258827e-06,2.2866181705958368e-06,0.00287302209118111
2.908575567995829e-13,-1.569999999996282,1.5700000000126284,-1.569999999983973,-1.5700000000000605,3.1935188073789237e-15,-1.0664461421577279e-09,-4.2545062538185305e-06,0.005640734913554628,-0.0028203692137708587,-2.166812931699355e-06,-2.1668129316995473e-06,-2.1668129316994067e-06,2.2448661862740772e-06,0.0028203657006329375
2.977079729941645e-13,-1.5699999999962322,1.5700000000126215,-1.5699999999839658,-1.5700000000000605,2.915496361479686e-15,-8.965113306037177e-10,-4.92859952105081e-06,0.005532180496790592,-0.0027660920719091288,-2.377103206145199e-06,-2.377103206145186e-06,-2.3771032061451963e-06,2.2018136756219555e-06,0.0027660884255953097
3.049264972858848e-13,-1.5699999999961896,1.570000000012615,-1.5699999999839571,-1.5700000000000605,2.6347204145450736e-15,-7.379989352850415e-10,-5.46686812308045e-06,0.005424342442941349,-0.002712173093629425,-2.5422136734248454e-06,-2.5422136734243363e-06,-2.542213673424709e-06,2.159034986246284e-06,0.0027121693498995433
3.124511476887918e-13,-1.5699999999961531,1.5700000000126106,-1.5699999999839485,-1.5700000000000605,2.351872485049283e-15,-5.920988996662281e-10,-5.873643132437677e-06,0.005320796511299174,-0.002660400159908551,-2.6640626028003895e-06,-2.66406260280125e-06,-2.6640626028006203e-06,2.1179526635236178e-06,0.0026603963518620623
3.2014889487971084e-13,-1.569999999996122,1.5700000000126062,-1.5699999999839396,-1.5700000000000605,2.0982242905804537e-15,-4.5954133064823666e-10,-6.154837756893559e-06,0.005224702397644777,-0.002612353120089556,-2.74504042150295e-06,-2.7450404215032807e-06,-2.7450404215030393e-06,2.0798240513134844e-06,0.0026123492779211006
3.263217025416621e-13,-1.569999999996094,1.5700000000126018,-1.5699999999839322,-1.570000000000061,2.1585941085592484e-15,-3.4060363421955804e-10,-6.317713538639153e-06,0.00513877248770475,-0.00256938816857284,-2.7879276340542627e-06,-2.7879276340543254e-06,-2.7879276340542805e-06,2.0457288436340595e-06,0.0025693843194030765
3.313126602499418e-13,-1.5699999999960674,1.570000000012597,-1.5699999999839256,-1.570000000000061,2.1612661970228977e-15,-2.351243731324333e-10,-6.3706476640474505e-06,0.005065242965394443,-0.0025326233989005895,-2.7958134243223807e-06,-2.7958134243225256e-06,-2.7958134243224205e-06,2.0165575671980137e-06,0.002532619566681026
3.3528576092522e-13,-1.5699999999960426,1.5700000000125929,-1.5699999999839211,-1.570000000000061,2.111843679976281e-15,-1.4252339446068637e-10,-6.322904784131889e-06,0.0050058472521373795,-0.002502925523380586,-2.772016070517865e-06,-2.7720160705180305e-06,-2.7720160705179098e-06,1.993000985800876e-06,0.002502921728870226
3.385681574971991e-13,-1.5699999999960186,1.5700000000125884,-1.5699999999839167,-1.570000000000061,1.953356386219021e-15,-6.182774423979537e-11,-6.184416366716075e-06,0.004961791792329833,-0.0024808977657840995,-2.720006182146787e-06,-2.7200061821476183e-06,-2.72000618214701e-06,1.975540433119641e-06,0.0024808940265949077
3.423169894453799e-13,-1.5699999999959986,1.5700000000125862,-1.5699999999839125,-1.570000000000061,1.6253540040195878e-15,8.297140312869026e-12,-5.965570211456624e-06,0.004933734252557578,-0.002466868960921711,-2.6433336449371164e-06,-2.643333644937486e-06,-2.6433336449372155e-06,1.9644391012516264e-06,0.002466865291629196
3.464211244586843e-13,-1.5699999999959824,1.570000000012584,-1.5699999999839078,-1.570000000000061,1.349266666721758e-15,6.95114941189885e-11,-5.677012365060969e-06,0.004921764268886543,-0.0024608839282582906,-2.5455590373428037e-06,-2.545559037342419e-06,-2.5455590373427013e-06,1.959734339086725e-06,0.002460880340572835
3.508418401633482e-13,-1.569999999995969,1.5700000000125818,-1.5699999999839034,-1.570000000000061,1.115096329664814e-15,1.2376109766629967e-10,-5.3294632826023115e-06,0.004925386954166227,-0.002462695225536809,-2.430190162060943e-06,-2.430190162061536e-06,-2.4301901620611026e-06,1.9612310454198876e-06,0.0024626917285308025
3.5554492741093173e-13,-1.5699999999959584,1.5700000000125796,-1.5699999999838985,-1.570000000000061,9.14780255630432e-16,1.7323353492817845e-10,-4.933549697439772e-06,0.004943509460035557,-0.002471756429756112,-2.300624219175657e-06,-2.3006242191757156e-06,-2.3006242191756733e-06,1.9684962747077224e-06,0.0024717530301414316
3.6050072427081e-13,-1.5699999999959504,1.5700000000125771,-1.5699999999838925,-1.570000000000061,7.419014466770238e-16,2.2031142829689775e-10,-4.499653291949558e-06,0.00497443097048506,-0.0024872171339298194,-2.160096035004281e-06,-2.160096035004346e-06,-2.1600960350042987e-06,1.9808552061276096e-06,0.0024872138363797387
3.6568386783406143e-13,-1.5699999999959449,1.5700000000125751,-1.5699999999838858,-1.570000000000061,5.910614820991068e-16,2.6752325915903346e-10,-4.037776908447024e-06,0.005015836581600278,-0.002507919886938966,-2.011632653459411e-06,-2.0116326534589005e-06,-2.011632653459275e-06,1.997388657545315e-06,0.002507916694448212
3.717700617578618e-13,-1.5699999999959404,1.5700000000125751,-1.5699999999838792,-1.5700000000000596,3.05058918876067e-17,3.174923966596339e-10,-3.5574287080453916e-06,0.00506479559364349,-0.0025323993395571388,-1.8580144956611355e-06,-1.8580144956610448e-06,-1.8580144956611113e-06,2.016932354534857e-06,0.0025323962538334596
3.775124420107221e-13,-1.5699999999959355,1.5700000000125751,-1.5699999999838747,-1.5700000000000571,-8.403074858791002e-16,3.7288496886679303e-10,-3.067524377807339e-06,0.005117764805376849,-0.002558883891599756,-1.7017431995504622e-06,-1.701743199550315e-06,-1.7017431995504228e-06,2.0380781899177123e-06,0.0025588809134800897
3.8114136298120683e-13,-1.5699999999959289,1.5700000000125731,-1.5699999999838723,-1.5700000000000551,-1.4586011610082097e-15,4.3635721963242906e-10,-2.5763072058053886e-06,0.005170597452556681,-0.0025853001611625026,-1.54501616457006e-06,-1.5450161645698906e-06,-1.5450161645700149e-06,2.059177730129635e-06,0.002585297291046633
3.8307319188395993e-13,-1.5699999999959209,1.5700000000125718,-1.5699999999838712,-1.570000000000053,-1.8834901225656188e-15,5.105030004407282e-10,-2.091285591393139e-06,0.0052185584645136,-0.0026092806129063115,-1.3897077466302865e-06,-1.3897077466305694e-06,-1.389707746630362e-06,2.0783482373295386e-06,0.002609277851200696
3.836525753803329e-13,-1.569999999995911,1.5700000000125702,-1.5699999999838712,-1.5700000000000516,-2.1611944383482202e-15,5.978020493523653e-10,-1.6191873352829852e-06,0.0052563467134797365,-0.0026281746827196265,-1.2373569744214101e-06,-1.2373569744220035e-06,-1.237356974421569e-06,2.0934814765285304e-06,0.002628172030283998
3.831647002779119e-13,-1.5699999999959011,1.5700000000125691,-1.5699999999838723,-1.5700000000000516,-2.328185179930986e-15,7.005697093541433e-10,-1.165929861554082e-06,0.005278124891948664,-0.002639063716400718,-1.0891615887741994e-06,-1.0891615887736806e-06,-1.0891615887740605e-06,2.102255561384642e-06,0.0026390611749899954
3.8184505037682813e-13,-1.56999999999589,1.5700000000125682,-1.5699999999838743,-1.5700000000000516,-2.413007841715717e-15,8.209087366210643e-10,-7.366053615973454e-07,0.005277557571508577,-0.0026387799990803514,-9.459781418498686e-07,-9.459781418497298e-07,-9.459781418498321e-07,2.102150059646682e-06,0.0026387775717744465
3.7988814151883867e-13,-1.569999999995879,1.5700000000125676,-1.5699999999838767,-1.5700000000000516,-2.437684757394058e-15,9.606638453587438e-10,-3.3547971790176744e-07,0.005247857875945672,-0.002623930091783196,-8.083278329071167e-07,-8.083278329070339e-07,-8.083278329070945e-07,2.0904645312003922e-06,0.0026239277833974076
3.774539067212114e-13,-1.5699999999958678,1.5700000000125665,-1.569999999983879,-1.5700000000000516,-2.4193060817205725e-15,1.1213796293049643e-09,3.399603725881187e-08,0.005181843048259867,-0.0025909226149489527,-6.764077027755937e-07,-6.76407702775607e-07,-6.764077027755975e-07,2.064340610737184e-06,0.0025909204324178633
3.7467390998051534e-13,-1.5699999999958567,1.5700000000125665,-1.5699999999838825,-1.5700000000000516,-2.37120752317499e-15,1.3042624895720423e-09,3.691630478941505e-07,0.00507199901194599,-0.002536000529089608,-5.50106760475544e-07,-5.501067604748903e-07,-5.501067604753691e-07,2.0207876756036648e-06,0.002535998481817698
3.7165558846603627e-13,-1.5699999999958456,1.5700000000125642,-1.569999999983887,-1.5700000000000516,-2.304008036826112e-15,1.5101471831245214e-09,6.681221128087583e-07,0.004910553827239051,-0.0024552778629319087,-4.290265729019887e-07,-4.290265729023107e-07,-4.2902657290207514e-07,1.9567120599152924e-06,0.00245527596310451
3.6848673075215845e-13,-1.5699999999958345,1.5700000000125642,-1.5699999999838914,-1.5700000000000516,-2.2258178780170845e-15,1.739468584561995e-09,9.296927073087595e-07,0.004689559728275634,-0.002344780732020836,-3.125058123172091e-07,-3.125058123171165e-07,-3.125058123171844e-07,1.8689496905169853e-06,0.0023447789948695505
3.6523897650629764e-13,-1.5699999999958234,1.5700000000125642,-1.5699999999838958,-1.5700000000000516,-2.1422417751920103e-15,1.992239224719587e-09,1.15336493889208e-06,0.004400983202265597,-0.002200492378330886,-1.996482265182453e-07,-1.9964822651763283e-07,-1.9964822651808091e-07,1.754301930691979e-06,0.0022004908223481824
3.619698531787242e-13,-1.5699999999958134,1.5700000000125642,-1.5699999999839005,-1.5700000000000516,-2.0585599227916297e-15,2.2680331315864672e-09,1.3392458068182871e-06,0.004036802341649097,-0.0020184018463722682,-8.935347299498042e-08,-8.935347299563046e-08,-8.935347299515475e-08,1.6095743260639993e-06,0.0020184004934706823
3.5872588432898114e-13,-1.5699999999958043,1.570000000012563,-1.5699999999839047,-1.5700000000000516,-1.978408898591577e-15,2.565976450850315e-09,1.4880010958644901e-06,0.003589110469678922,-0.0017945557960117144,1.9649759023941088e-08,1.9649759023785552e-08,1.964975902389953e-08,1.4316178551081687e-06,0.0017945546716238046
3.5554421173625065e-13,-1.5699999999957956,1.570000000012563,-1.569999999983909,-1.5700000000000516,-1.9048597666817773e-15,2.884745263702281e-09,1.600794178589948e-06,0.003050224813855882,-0.0015251128392212514,1.2876892607896018e-07,1.2876892607910502e-07,1.2876892607899887e-07,1.217372196722764e-06,0.0015251119723373894
3.5245470666827013e-13,-1.5699999999957868,1.570000000012563,-1.569999999983912,-1.5700000000000516,-1.84034165168208e-15,3.2225709471386618e-09,1.6792229303949284e-06,0.0024127987852586175,-0.0012063996797752167,2.3951170033325943e-07,2.395117003329799e-07,2.3951170033318446e-07,9.639104410742251e-07,0.00120639910291715
3.494811373301531e-13,-1.569999999995778,1.570000000012563,-1.5699999999839145,-1.5700000000000516,-1.7871261905808294e-15,3.5772533357200933e-09,1.7252558799065808e-06,0.0016699362203665739,-0.0008349682341943629,3.534495240739074e-07,3.5344952407407314e-07,3.5344952407395175e-07,6.684845896436985e-07,0.0008349679833235253
3.4664264214073793e-13,-1.5699999999957697,1.570000000012563,-1.5699999999839167,-1.5700000000000516,-1.7473491955495474e-15,3.9461818425761205e-09,1.7411686260560025e-06,0.000815305761037023,-0.00040765282176699494,4.721812347765702e-07,4.721812347766041e-07,4.7218123477657935e-07,3.2857111824378896e-07,0.0004076529361275664
3.4395538958427304e-13,-1.569999999995763,1.5700000000125611,-1.569999999983919,-1.5700000000000516,-1.7228292429889348e-15,4.326364580528545e-09,1.7294814548571999e-06,-0.00015674660632068407,7.837356583184616e-05,5.972973343797647e-07,5.972973343797776e-07,5.972973343797683e-07,-5.8084184910104633e-08,-7.837304393403679e-05
3.414330130045239e-13,-1.5699999999957563,1.5700000000125611,-1.5699999999839211,-1.5700000000000516,-1.7164060076886284e-15,4.714465390934671e-09,1.6928989854949126e-06,-0.0012510889535664186,0.0006255449659200623,7.303454581845399e-07,7.303454581846176e-07,7.303454581845608e-07,-4.934229427748524e-07,-0.0006255439914005968
3.3908880014893657e-13,-1.5699999999957497,1.5700000000125611,-1.5699999999839234,-1.5700000000000516,-1.731395149786509e-15,5.106848537893707e-09,1.6342525688893383e-06,-0.0024717009404108714,0.0012358512095699927,8.727975743951891e-07,8.727975743949541e-07,8.727975743951263e-07,-9.790333448467468e-07,-0.001235849734907568
3.3693693076625e-13,-1.569999999995743,1.5700000000125611,-1.5699999999839256,-1.5700000000000498,-1.7720912387753957e-15,5.4996306588511115e-09,1.5564460543076858e-06,-0.0038215796939721903,0.001910790861359644,1.0260194145601428e-06,1.0260194145601564e-06,1.0260194145601466e-06,-1.5161126199153842e-06,-0.001910788836992002
3.3499516797393225e-13,-1.5699999999957364,1.5700000000125611,-1.5699999999839278,-1.5700000000000482,-1.844618638648409e-15,5.8887393798710605e-09,1.4624054325567003e-06,-0.005302656248283102,0.0026513294391018985,1.1912425977324783e-06,1.1912425977325357e-06,1.1912425977324937e-06,-2.10543370674163e-06,-0.0026513268138705004
3.332883094222952e-13,-1.569999999995732,1.5700000000125611,-1.56999999998393,-1.5700000000000462,-1.9586178498389937e-15,6.2699778060141445e-09,1.3550327593719359e-06,-0.006915724682210952,0.0034578639827834426,1.3695398667122784e-06,1.3695398667126636e-06,1.369539866712382e-06,-2.7473169748918273e-06,-0.0034578607044203737
3.3185523783958363e-13,-1.5699999999957277,1.5700000000125611,-1.5699999999839322,-1.570000000000044,-2.129034937102192e-15,6.639093886235961e-09,1.237164661199149e-06,-0.008660385957991583,0.00433019497381433,1.561803802832015e-06,1.5618038028317767e-06,1.5618038028319507e-06,-3.441607793963708e-06,-0.00433019098946403
3.307624389470219e-13,-1.569999999995723,1.5700000000125611,-1.5699999999839345,-1.5700000000000418,-2.3813609079522803e-15,6.991853431009031e-09,1.1115356288417305e-06,-0.010535008255379952,0.005267506502090037,1.7687293260114711e-06,1.7687293260118578e-06,1.768729326011575e-06,-4.18766066708509e-06,-0.005267501758857587
3.2167840765220133e-13,-1.5699999999957042,1.5700000000125591,-1.5699999999839451,-1.5700000000000414,-2.1979441628432358e-15,7.324115334759586e-09,9.80746213449515e-07,-0.012536705312505982,0.006268355436410568,1.9908002187977663e-06,1.990800218796508e-06,1.9908002187974292e-06,-4.984330531834029e-06,-0.00626834988192764
