q1,q2,q3,q4,q5,q6,wx_filt,wy_filt,wz_filt,target_dq1,target_dq2,target_dq3,target_dq4,target_dq5,target_dq6
-1.987040408241125e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,4.6430348920850114e-20,2.6959515897927674e-13,-1.6462281126317893e-13,4.2118412091997636e-19,-2.2059415786870922e-17,-5.4874207690652655e-14,-5.487420769065267e-14,-5.487420769065267e-14,2.6959505626812467e-13,-2.363241348799786e-16
-2.9957126505080404e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,5.482501899600807e-20,3.197574135195887e-13,-2.287269407556391e-13,7.177255367133929e-19,-3.0715637837253234e-17,-7.62422380325556e-14,-7.624223803255561e-14,-7.624223803255561e-14,3.197572882465441e-13,-2.846293730090444e-16
-2.835649067628324e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,1.2180587208799982e-19,3.6454906153374244e-13,-2.8535289115628123e-13,1.0023596191840985e-18,-3.837339615299986e-17,-9.511754340762538e-14,-9.511754340762539e-14,-9.511754340762539e-14,3.6454891618727494e-13,-3.276712957725752e-16
1.379182840932234e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,2.2428217800214167e-20,4.04057285211213e-13,-3.347134973288969e-13,1.274394676153637e-18,-4.506059252775214e-17,-1.115710687444408e-13,-1.1157106874444082e-13,-1.1157106874444082e-13,4.040571222293799e-13,-3.655479221874815e-16
-7.52384259108364e-21,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,6.08155397430323e-20,4.383975697453592e-13,-3.7707197692698343e-13,1.533129549550199e-18,-5.0811810870048246e-17,-1.2569055322705713e-13,-1.2569055322705713e-13,-1.2569055322705713e-13,4.383973915015027e-13,-3.983865012975381e-16
5.756515922201083e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-9.785562552676884e-21,4.677093555496613e-13,-4.1273427375570366e-13,1.777846952332726e-18,-5.566729767611275e-17,-1.3757797808351351e-13,-1.3757797808351356e-13,-1.3757797808351356e-13,4.67709164340291e-13,-4.263390370516643e-16
4.403586499451196e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-2.064867882462897e-20,4.921519389945211e-13,-4.420415347254429e-13,2.007809914945953e-18,-5.967196178774732e-17,-1.47347058904817e-13,-1.4734705890481706e-13,-1.4734705890481706e-13,4.921517370292896e-13,-4.495780272614087e-16
2.2576286116425063e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,2.5892378266342614e-20,5.119006414467678e-13,-4.653628148156637e-13,2.222261005142022e-18,-6.287440579858452e-17,-1.5512081396729374e-13,-1.5512081396729377e-13,-1.5512081396729377e-13,5.119004308404322e-13,-4.682924450901161e-16
2.802629827520052e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-1.9071800124655672e-20,5.271432753458981e-13,-4.830880719931323e-13,2.4204241311248615e-18,-6.532599723495421e-17,-1.6102922920632497e-13,-1.61029229206325e-13,-1.61029229206325e-13,5.27143058112143e-13,-4.826839942717582e-16
3.239388975575972e-19,-1.5699999999950196,1.5700000000125376,-1.5699999999842669,-1.569999999999997,-3.550532517058836e-20,5.380769462858778e-13,-4.956214979835838e-13,2.601508885110553e-18,-6.707998558167311e-17,-1.6520703514114723e-13,-1.6520703514114728e-13,-1.6520703514114728e-13,5.380767243328581e-13,-4.929636752045657e-16
