time,target_x_base,actual_x_base,target_y_base,actual_y_base,target_z_base,actual_z_base,target_roll_world_rad,actual_roll_world_rad,target_pitch_world_rad,actual_pitch_world_rad,target_yaw_world_rad,actual_yaw_world_rad
3.700000000,-0.295150000,0.519524962,-0.112350000,-0.152214410,0.480900000,0.267299367,-1.570796331,1.298894720,0.000000001,-0.219924997,1.570796327,0.229709331
3.750000000,-0.295150000,0.468274138,-0.112350000,-0.161148333,0.480900000,0.373798331,-1.570796331,1.220310171,0.000000001,-0.415209369,1.570796327,0.254516076
3.800000000,-0.295150000,0.395810401,-0.112350000,-0.168790722,0.480900000,0.462555595,-1.570796331,1.115405543,0.000000001,-0.613140545,1.570796327,0.300979148
3.850000000,-0.295150000,0.308486362,-0.112350000,-0.174881668,0.480900000,0.530993220,-1.570796331,0.982492385,0.000000001,-0.809808236,1.570796327,0.366092670
3.900000000,-0.295150000,0.214740471,-0.112350000,-0.179006423,0.480900000,0.576201953,-1.570796331,0.799272034,0.000000001,-0.984480812,1.570796327,0.478038496
3.950000000,-0.295150000,0.120898099,-0.112350000,-0.181128879,0.480900000,0.600428160,-1.570796331,0.487093730,0.000000001,-1.144863640,1.570796327,0.723417209
4.000000000,-0.295150000,0.029848278,-0.112350000,-0.181631236,0.480900000,0.606614911,-1.570796331,-0.037031983,0.000000001,-1.244923861,1.570796327,1.177521580
4.050000000,-0.295150000,-0.051046321,-0.112350000,-0.180523556,0.480900000,0.597325274,-1.570796331,-0.574739955,0.000000001,-1.253721166,1.570796327,1.635104559
4.100000000,-0.295150000,-0.115086779,-0.112350000,-0.178167715,0.480900000,0.579310728,-1.570796331,-0.959714886,0.000000001,-1.212327643,1.570796327,1.943448476
4.150000000,-0.295150000,-0.162347097,-0.112350000,-0.175059237,0.480900000,0.559124699,-1.570796331,-1.190401286,0.000000001,-1.144382585,1.570796327,2.104242465
4.200000000,-0.295150000,-0.197811742,-0.112350000,-0.171862024,0.480900000,0.539623581,-1.570796331,-1.339638958,0.000000001,-1.079950225,1.570796327,2.188273761
4.250000000,-0.295150000,-0.225199684,-0.112350000,-0.168488987,0.480900000,0.522029822,-1.570796331,-1.446802225,0.000000001,-1.044116206,1.570796327,2.227161797
4.300000000,-0.295150000,-0.245479538,-0.112350000,-0.165180140,0.480900000,0.507136074,-1.570796331,-1.517807815,0.000000001,-1.023552967,1.570796327,2.236350533
4.350000000,-0.295150000,-0.261048723,-0.112350000,-0.161503975,0.480900000,0.495001878,-1.570796331,-1.571215186,0.000000001,-0.987565614,1.570796327,2.225181994
4.400000000,-0.295150000,-0.274068649,-0.112350000,-0.157467578,0.480900000,0.484502232,-1.570796331,-1.622419793,0.000000001,-0.954306011,1.570796327,2.206182520
4.450000000,-0.295150000,-0.283730975,-0.112350000,-0.153676649,0.480900000,0.476204869,-1.570796331,-1.656719276,0.000000001,-0.956218723,1.570796327,2.180096841
4.500000000,-0.295150000,-0.291776574,-0.112350000,-0.149369229,0.480900000,0.469455818,-1.570796331,-1.688651947,0.000000001,-0.962051161,1.570796327,2.145374685
4.550000000,-0.295150000,-0.298334701,-0.112350000,-0.145165391,0.480900000,0.463690587,-1.570796331,-1.715676435,0.000000001,-0.944721613,1.570796327,2.109059727
4.600000000,-0.295150000,-0.303739913,-0.112350000,-0.141160538,0.480900000,0.458838841,-1.570796331,-1.746333422,0.000000001,-0.927203257,1.570796327,2.079341966
4.650000000,-0.295150000,-0.307666065,-0.112350000,-0.137923980,0.480900000,0.455097211,-1.570796331,-1.772897396,0.000000001,-0.937803959,1.570796327,2.059374126
