time,target_x_base,actual_x_base,target_y_base,actual_y_base,target_z_base,actual_z_base,target_roll_world_rad,actual_roll_world_rad,target_pitch_world_rad,actual_pitch_world_rad,target_yaw_world_rad,actual_yaw_world_rad
5.800000000,-0.295150000,0.293570069,-0.112350000,-0.023300664,0.480900000,0.321928234,-1.570796341,-2.608861405,-0.000004770,0.368679771,1.570796327,1.059651444
5.850000000,-0.295150000,0.236693641,-0.112350000,-0.053640622,0.480900000,0.366204631,-1.570796341,-2.732220083,-0.000004770,0.065959030,1.570796327,0.830131043
5.900000000,-0.295150000,0.184684392,-0.112350000,-0.069155402,0.480900000,0.383829700,-1.570796341,-3.005165966,-0.000004770,-0.398353784,1.570796327,0.940626984
5.950000000,-0.295150000,0.149488832,-0.112350000,-0.075428244,0.480900000,0.393710773,-1.570796341,2.516710961,-0.000004770,-0.606969408,1.570796327,1.558555975
6.000000000,-0.295150000,0.125176050,-0.112350000,-0.079332847,0.480900000,0.414517456,-1.570796341,1.764727881,-0.000004770,-0.178733313,1.570796327,1.994417012
6.050000000,-0.295150000,0.093459683,-0.112350000,-0.085270085,0.480900000,0.451864431,-1.570796341,1.185485762,-0.000004770,0.375101670,1.570796327,1.806249376
6.100000000,-0.295150000,0.042964235,-0.112350000,-0.093380262,0.480900000,0.497164578,-1.570796341,0.472444776,-0.000004770,0.506388330,1.570796327,1.187847326
6.150000000,-0.295150000,-0.024786740,-0.112350000,-0.102613876,0.480900000,0.532991039,-1.570796341,0.028979656,-0.000004770,0.175224444,1.570796327,0.756160095
6.200000000,-0.295150000,-0.098683380,-0.112350000,-0.111319248,0.480900000,0.549744963,-1.570796341,-0.157192964,-0.000004770,-0.258698004,1.570796327,0.634346752
6.250000000,-0.295150000,-0.168680471,-0.112350000,-0.118095717,0.480900000,0.547324138,-1.570796341,-0.355444521,-0.000004770,-0.641879806,1.570796327,0.738359491
6.300000000,-0.295150000,-0.228043992,-0.112350000,-0.122373621,0.480900000,0.529725440,-1.570796341,-0.774534353,-0.000004770,-0.881278433,1.570796327,1.113291061
6.350000000,-0.295150000,-0.272498544,-0.112350000,-0.124127868,0.480900000,0.503364852,-1.570796341,-1.335724260,-0.000004770,-0.866581787,1.570796327,1.613491842
6.400000000,-0.295150000,-0.302087688,-0.112350000,-0.123607794,0.480900000,0.475351629,-1.570796341,-1.707800681,-0.000004770,-0.675553043,1.570796327,1.881458859
6.450000000,-0.295150000,-0.319852283,-0.112350000,-0.121206520,0.480900000,0.450892700,-1.570796341,-1.910446302,-0.000004770,-0.458615728,1.570796327,1.935315938
6.500000000,-0.295150000,-0.329618272,-0.112350000,-0.117412702,0.480900000,0.432600450,-1.570796341,-2.032111827,-0.000004770,-0.279688719,1.570796327,1.880361444
6.550000000,-0.295150000,-0.334565606,-0.112350000,-0.112783343,0.480900000,0.421032671,-1.570796341,-2.105243871,-0.000004770,-0.150246159,1.570796327,1.776655254
6.600000000,-0.295150000,-0.336762427,-0.112350000,-0.107893228,0.480900000,0.415509460,-1.570796341,-2.138796605,-0.000004770,-0.060252224,1.570796327,1.659542096
6.650000000,-0.295150000,-0.337317338,-0.112350000,-0.103265087,0.480900000,0.414759537,-1.570796341,-2.138799005,-0.000004770,0.005531721,1.570796327,1.550700558
6.700000000,-0.295150000,-0.336758232,-0.112350000,-0.099305926,0.480900000,0.417335219,-1.570796341,-2.113693804,-0.000004770,0.058483378,1.570796327,1.462203869
6.750000000,-0.295150000,-0.335376924,-0.112350000,-0.096270812,0.480900000,0.421867414,-1.570796341,-2.072928619,-0.000004770,0.103442798,1.570796327,1.399173577
6.800000000,-0.295150000,-0.333429519,-0.112350000,-0.094260764,0.480900000,0.427217291,-1.570796341,-2.024782988,-0.000004770,0.140284526,1.570796327,1.361813569
6.850000000,-0.295150000,-0.331194738,-0.112350000,-0.093247973,0.480900000,0.432547139,-1.570796341,-1.975529019,-0.000004770,0.166829278,1.570796327,1.347070779
6.900000000,-0.295150000,-0.328950683,-0.112350000,-0.093113196,0.480900000,0.437319280,-1.570796341,-1.929598660,-0.000004770,0.181187535,1.570796327,1.350119034
6.950000000,-0.295150000,-0.326929438,-0.112350000,-0.093683808,0.480900000,0.441248824,-1.570796341,-1.889943437,-0.000004770,0.182933372,1.570796327,1.365645729
7.000000000,-0.295150000,-0.325285973,-0.112350000,-0.094765161,0.480900000,0.444237540,-1.570796341,-1.858255071,-0.000004770,0.173273844,1.570796327,1.388798351
7.050000000,-0.295150000,-0.324091150,-0.112350000,-0.096163542,0.480900000,0.446310678,-1.570796341,-1.835109272,-0.000004770,0.154628955,1.570796327,1.415683678
7.100000000,-0.295150000,-0.323343417,-0.112350000,-0.097701828,0.480900000,0.447567462,-1.570796341,-1.820156803,-0.000004770,0.130009814,1.570796327,1.443451095
7.150000000,-0.295150000,-0.322990018,-0.112350000,-0.099229344,0.480900000,0.448146024,-1.570796341,-1.812386834,-0.000004770,0.102450156,1.570796327,1.470117184
7.200000000,-0.295150000,-0.322949497,-0.112350000,-0.100627410,0.480900000,0.448199867,-1.570796341,-1.810406993,-0.000004770,0.074606954,1.570796327,1.494318639
